Franchise_id,Season,Lg,Team_id,W,L,WL_percentage,Finish,SRS,Pace,Rel_Pace,ORtg,Rel_ORtg,DRtg,Rel_DRtg,Playoffs
DET,1964,NBA,DET,31,49,.388,4,-3.03,119.2,1.9,90.5,-3.1,93.3,-0.3,,
DET,1963,NBA,DET,23,57,.288,5,-6.77,115.9,2.7,92.5,-2.1,99.1,4.5,,
DET,1962,NBA,DET,34,46,.425,3,-3.38,120.3,5.3,94.2,-1.7,97.3,1.4,Lost W. Div. Semis,
DET,1961,NBA,DET,37,43,.463,3,-1.72,124.1,2.8,92.8,-0.8,94.2,0.6,Lost W. Div. Finals,
DET,1960,NBA,DET,34,45,.430,3,-2.11,126.0,2.5,93.8,1.7,95.6,3.5,Lost W. Div. Semis,
DET,1959,NBA,DET,30,45,.400,2,-3.45,123.1,0.8,89.8,-1.3,92.6,1.5,Lost W. Div. Semis,
DET,1958,NBA,DET,28,44,.389,3,-1.36,117.8,5.8,88.4,-1.8,89.4,-0.8,Lost W. Div. Semis,
DET,1957,NBA,DET,33,39,.458,2,-2.32,118.8,1.8,88.2,-0.6,90.1,1.3,Lost W. Div. Finals,
DET,1956,NBA,FTW,34,38,.472,3,-2.18,107.7,2.8,88.8,-0.1,91.0,2.1,Lost W. Div. Semis,
DET,1955,NBA,FTW,37,35,.514,1,0.45,103.2,0.4,90.7,0.4,90.0,-0.3,Lost Finals,
DET,1954,NBA,FTW,43,29,.597,1,2.01,100.7,2.6,91.2,1.4,88.9,-0.9,Lost Finals,
DET,1953,NBA,FTW,40,32,.556,3,1.45,86.9,3.3,89.0,1.5,87.2,-0.3,Eliminated in W. Div. Rnd. Robin,
DET,1952,NBA,FTW,36,33,.522,3,0.17,91.1,10.6,87.6,-0.4,87.7,0.0,Lost W. Div. Finals,
DET,1951,NBA,FTW,29,37,.439,4,-1.83,90.1,4.3,85.6,-1.3,87.9,1.0,Lost W. Div. Semis,
DET,1950,NBA,FTW,32,36,.471,3,-1.81,102.4,16.9,82.0,-3.1,83.8,-1.3,Lost W. Div. Semis,
DET,1949,NBA,FTW,40,28,.588,3,1.84,,,,,,,Lost Central Div. Finals,
DET,1948,BAA,FTW,22,38,.367,5,-2.85,,,,,,,,
GSW,2014,NBA,GSW,39,9,.813,1,10.85,98.9,5.1,112.2,6.4,101.0,-4.8,,
GSW,2013,NBA,GSW,51,31,.622,2,5.15,96.2,2.3,107.5,0.8,102.6,-4.1,Lost W. Conf. 1st Rnd.,
GSW,2012,NBA,GSW,47,35,.573,2,1.32,94.5,2.5,106.4,0.5,105.5,-0.4,Lost W. Conf. Semis,
GSW,2011,NBA,GSW,23,43,.348,4,-2.79,92.3,1.0,105.4,0.8,109.1,4.5,,
GSW,2010,NBA,GSW,36,46,.439,3,-2.00,94.8,2.7,108.2,0.9,110.7,3.4,,
GSW,2009,NBA,GSW,26,56,.317,4,-3.28,100.4,7.7,108.1,0.5,111.7,4.1,,
GSW,2008,NBA,GSW,29,53,.354,3,-3.80,98.2,6.5,109.5,1.2,113.3,5.0,,
GSW,2007,NBA,GSW,48,34,.585,3,2.38,98.8,6.4,111.8,4.3,109.5,2.0,,
GSW,2006,NBA,GSW,42,40,.512,3,0.00,99.2,7.3,107.0,0.5,107.4,0.9,Lost W. Conf. Semis,
GSW,2005,NBA,GSW,34,48,.415,5,-1.11,93.3,2.8,104.8,-1.4,106.2,0.0,,
GSW,2004,NBA,GSW,34,48,.415,5,-1.74,93.3,2.4,104.7,-1.4,106.9,0.8,,
GSW,2003,NBA,GSW,37,45,.451,4,-0.07,89.8,-0.3,103.0,0.1,103.8,0.9,,
GSW,2002,NBA,GSW,38,44,.463,6,-0.60,94.2,3.2,108.3,4.7,109.5,5.9,,
GSW,2001,NBA,GSW,21,61,.256,7,-4.80,94.5,3.8,102.8,-1.7,108.5,4.0,,
GSW,2000,NBA,GSW,17,65,.207,7,-8.11,94.1,2.8,97.8,-5.2,107.4,4.4,,
GSW,1999,NBA,GSW,19,63,.232,6,-7.63,95.4,2.3,99.8,-4.3,108.4,4.3,,
GSW,1998,NBA,GSW,21,29,.420,6,-2.63,88.9,0.0,98.4,-3.8,101.1,-1.1,,
GSW,1997,NBA,GSW,19,63,.232,6,-9.20,91.4,1.1,95.8,-9.2,105.7,0.7,,
GSW,1996,NBA,GSW,30,52,.366,7,-4.90,91.9,1.8,107.2,0.5,112.2,5.5,,
GSW,1995,NBA,GSW,36,46,.439,6,-1.42,93.4,1.6,108.4,0.8,109.9,2.3,,
GSW,1994,NBA,GSW,26,56,.317,6,-4.90,97.9,5.0,106.7,-1.6,112.2,3.9,,
GSW,1993,NBA,GSW,50,32,.610,3,1.76,99.1,4.0,108.3,2.0,106.5,0.2,Lost W. Conf. 1st Rnd.,
GSW,1992,NBA,GSW,34,48,.415,6,-0.94,99.5,2.7,109.2,1.2,110.2,2.2,,
GSW,1991,NBA,GSW,55,27,.671,2,3.77,103.4,6.8,113.6,5.4,109.9,1.7,Lost W. Conf. 1st Rnd.,
GSW,1990,NBA,GSW,44,38,.537,4,1.72,103.6,5.8,111.9,4.0,110.3,2.4,Lost W. Conf. Semis,
GSW,1989,NBA,GSW,37,45,.451,5,-2.55,105.9,7.6,109.6,1.5,112.6,4.5,,
GSW,1988,NBA,GSW,43,39,.524,4,-0.59,107.3,6.7,107.4,-0.4,107.7,-0.1,Lost W. Conf. Semis,
GSW,1987,NBA,GSW,20,62,.244,5,-8.38,101.6,2.0,104.7,-3.3,112.9,4.9,,
GSW,1986,NBA,GSW,42,40,.512,3,-2.54,101.7,0.9,108.9,0.6,111.2,2.9,Lost W. Conf. Semis,
GSW,1985,NBA,GSW,30,52,.366,6,-3.59,104.2,2.1,108.3,1.1,111.6,4.4,,
GSW,1984,NBA,GSW,22,60,.268,6,-7.21,103.2,1.1,106.0,-1.9,113.0,5.1,,
GSW,1983,NBA,GSW,37,45,.451,5,-3.35,103.3,1.9,105.5,-2.1,108.8,1.2,,
GSW,1982,NBA,GSW,30,52,.366,5,-3.48,104.0,0.9,103.9,-0.8,107.4,2.7,,
GSW,1981,NBA,GSW,45,37,.549,4,0.80,101.4,0.5,108.8,1.9,107.7,0.8,,
GSW,1980,NBA,GSW,39,43,.476,4,-1.41,101.0,-0.8,108.5,3.0,109.7,4.2,,
GSW,1979,NBA,GSW,24,58,.293,6,-4.20,100.5,-2.6,102.0,-3.3,106.3,1.0,,
GSW,1978,NBA,GSW,38,44,.463,6,0.46,102.2,-3.6,102.4,-1.4,102.0,-1.8,,
GSW,1977,NBA,GSW,43,39,.524,5,0.41,106.0,-0.7,99.6,-1.3,99.3,-1.6,,
GSW,1976,NBA,GSW,46,36,.561,3,3.10,107.8,1.3,102.4,2.9,99.5,0.0,Lost W. Conf. Semis,
GSW,1975,NBA,GSW,59,23,.720,1,6.23,108.3,2.8,100.6,2.3,94.5,-3.8,Lost W. Conf. Finals,
GSW,1974,NBA,GSW,48,34,.585,1,2.86,107.6,3.1,100.4,2.7,97.3,-0.4,Won Finals,
GSW,1973,NBA,GSW,44,38,.537,2,2.42,108.9,1.1,100.8,3.1,98.4,0.7,,
GSW,1972,NBA,GSW,47,35,.573,2,3.12,112.2,1.5,96.8,0.0,94.0,-2.8,Lost W. Conf. Finals,
GSW,1971,NBA,GSW,51,31,.622,2,0.92,113.0,1.0,95.6,-2.3,94.9,-3.0,Lost W. Conf. Semis,
GSW,1970,NBA,SFW,41,41,.500,2,-0.83,113.5,-1.6,94.2,-3.0,95.5,-1.7,Lost W. Conf. Semis,
GSW,1969,NBA,SFW,30,52,.366,6,-4.15,116.3,-0.8,94.8,-4.2,98.6,-0.4,,
GSW,1968,NBA,SFW,41,41,.500,3,-1.53,117.1,0.2,92.2,-3.3,93.5,-2.0,Lost W. Div. Semis,
GSW,1967,NBA,SFW,43,39,.524,3,-0.66,123.6,3.8,94.1,-2.7,94.6,-2.2,Lost W. Div. Finals,
GSW,1966,NBA,SFW,44,37,.543,1,2.58,127.4,5.8,95.3,-0.8,93.1,-3.0,Lost Finals,
GSW,1965,NBA,SFW,35,45,.438,4,-2.36,124.6,3.2,92.6,-2.3,94.8,-0.1,,
GSW,1964,NBA,SFW,17,63,.213,5,-5.49,119.7,2.4,87.7,-5.9,92.8,-0.8,,
GSW,1963,NBA,SFW,48,32,.600,1,4.41,115.1,1.9,93.0,-1.6,88.6,-6.0,Lost Finals,
GSW,1962,NBA,SFW,31,49,.388,4,-1.86,123.2,8.2,95.2,-0.7,96.8,0.9,,
GSW,1961,NBA,PHW,49,31,.613,2,2.63,131.1,9.8,94.5,0.9,92.4,-1.2,Lost E. Div. Finals,
GSW,1960,NBA,PHW,46,33,.582,2,0.89,132.0,8.5,91.2,-0.9,90.5,-1.6,Lost E. Div. Semis,
GSW,1959,NBA,PHW,49,26,.653,2,2.77,133.3,11.0,88.7,-2.4,86.8,-4.3,Lost E. Div. Finals,
GSW,1958,NBA,PHW,32,40,.444,4,-2.29,118.4,6.4,86.7,-3.5,89.3,-0.9,,
GSW,1957,NBA,PHW,37,35,.514,3,0.21,117.8,0.8,88.3,-0.5,88.4,-0.4,Lost E. Div. Finals,
GSW,1956,NBA,PHW,37,35,.514,3,1.54,108.0,3.1,92.4,3.5,90.9,2.0,Lost E. Div. Semis,
GSW,1955,NBA,PHW,45,27,.625,1,3.82,108.5,5.7,94.6,4.3,90.7,0.4,Won Finals,
GSW,1954,NBA,PHW,33,39,.458,4,-0.19,102.9,4.8,89.6,-0.2,89.9,0.1,,
GSW,1953,NBA,PHW,29,43,.403,4,-1.89,89.4,5.8,86.7,-0.8,89.0,1.5,,
GSW,1952,NBA,PHW,12,57,.174,5,-7.75,94.9,14.4,83.9,-4.1,91.4,3.7,,
GSW,1951,NBA,PHW,33,33,.500,4,-1.08,95.5,9.7,89.5,2.6,90.8,3.9,Lost E. Div. Semis,
GSW,1950,NBA,PHW,40,26,.606,1,3.40,99.3,13.8,84.8,-0.3,81.0,-4.1,Lost E. Div. Semis,
GSW,1949,NBA,PHW,26,42,.382,4,-2.27,,,,,,,Lost E. Div. Semis,
GSW,1948,BAA,PHW,28,32,.467,4,0.21,,,,,,,Lost E. Div. Semis,
GSW,1947,BAA,PHW,27,21,.563,1,0.69,,,,,,,Lost Finals,
GSW,1946,BAA,PHW,35,25,.583,2,3.16,,,,,,,Won Finals,
HOU,2014,NBA,HOU,35,15,.700,2,3.88,95.8,2.0,106.5,0.7,102.5,-3.3,,
HOU,2013,NBA,HOU,54,28,.659,2,5.06,96.3,2.4,111.0,4.3,106.3,-0.4,Lost W. Conf. 1st Rnd.,
HOU,2012,NBA,HOU,45,37,.549,3,3.69,96.1,4.1,109.7,3.8,106.1,0.2,Lost W. Conf. 1st Rnd.,
HOU,2011,NBA,HOU,34,32,.515,4,0.57,91.7,0.4,105.5,0.9,105.2,0.6,,
HOU,2010,NBA,HOU,43,39,.524,5,2.37,94.2,2.1,111.3,4.0,109.0,1.7,,
HOU,2009,NBA,HOU,42,40,.512,3,-0.02,94.0,1.3,107.6,0.0,108.0,0.4,,
HOU,2008,NBA,HOU,53,29,.646,2,3.73,90.2,-1.5,108.4,0.1,104.0,-4.3,Lost W. Conf. Semis,
HOU,2007,NBA,HOU,55,27,.671,3,4.83,90.4,-2.0,106.8,-0.7,101.6,-5.9,Lost W. Conf. 1st Rnd.,
HOU,2006,NBA,HOU,52,30,.634,3,5.04,90.7,-1.2,106.0,-0.5,100.7,-5.8,Lost W. Conf. 1st Rnd.,
HOU,2005,NBA,HOU,34,48,.415,5,-1.30,88.0,-2.5,101.6,-4.6,103.3,-2.9,,
HOU,2004,NBA,HOU,51,31,.622,3,4.27,88.8,-2.1,106.2,0.1,101.7,-4.4,Lost W. Conf. 1st Rnd.,
HOU,2003,NBA,HOU,45,37,.549,5,2.28,87.8,-2.3,100.9,-2.0,99.0,-3.9,Lost W. Conf. 1st Rnd.,
HOU,2002,NBA,HOU,43,39,.524,5,1.89,88.8,-2.2,104.3,0.7,102.6,-1.0,,
HOU,2001,NBA,HOU,28,54,.341,5,-4.31,88.2,-2.5,103.1,-1.4,108.6,4.1,,
HOU,2000,NBA,HOU,45,37,.549,5,2.71,90.4,-0.9,106.7,3.7,104.2,1.2,,
HOU,1999,NBA,HOU,34,48,.415,6,-0.57,94.2,1.1,104.8,0.7,105.7,1.6,,
HOU,1998,NBA,HOU,31,19,.620,3,1.39,88.8,-0.1,105.4,3.2,102.9,0.7,Lost W. Conf. 1st Rnd.,
HOU,1997,NBA,HOU,41,41,.500,4,-1.23,91.0,0.7,107.7,2.7,108.6,3.6,Lost W. Conf. 1st Rnd.,
HOU,1996,NBA,HOU,57,25,.695,2,3.85,91.6,1.5,108.8,2.1,104.0,-2.7,Lost W. Conf. Finals,
HOU,1995,NBA,HOU,48,34,.585,3,1.63,93.2,1.4,109.3,1.7,107.4,-0.2,Lost W. Conf. Semis,
HOU,1994,NBA,HOU,47,35,.573,3,2.32,94.2,1.3,109.7,1.4,107.4,-0.9,Won Finals,
HOU,1993,NBA,HOU,58,24,.707,1,4.19,95.0,-0.1,105.9,-0.4,101.4,-4.9,Won Finals,
HOU,1992,NBA,HOU,55,27,.671,1,3.57,94.4,-2.4,109.6,1.6,105.2,-2.8,Lost W. Conf. Semis,
HOU,1991,NBA,HOU,42,40,.512,3,-1.94,95.1,-1.5,106.2,-2.0,108.0,-0.2,,
HOU,1990,NBA,HOU,52,30,.634,3,3.27,98.5,0.7,107.4,-0.5,103.9,-4.0,Lost W. Conf. 1st Rnd.,
HOU,1989,NBA,HOU,41,41,.500,5,1.71,101.2,2.9,104.8,-3.3,103.4,-4.7,Lost W. Conf. 1st Rnd.,
HOU,1988,NBA,HOU,45,37,.549,2,0.22,101.8,1.2,105.7,-2.1,104.8,-3.0,Lost W. Conf. 1st Rnd.,
HOU,1987,NBA,HOU,46,36,.561,4,0.82,101.8,2.2,107.1,-0.9,105.7,-2.3,Lost W. Conf. 1st Rnd.,
HOU,1986,NBA,HOU,42,40,.512,3,0.60,99.9,-0.9,106.5,-1.8,105.5,-2.8,Lost W. Conf. Semis,
HOU,1985,NBA,HOU,51,31,.622,1,2.10,103.5,1.4,110.1,2.9,107.6,0.4,Lost Finals,
HOU,1984,NBA,HOU,48,34,.585,2,1.38,102.2,0.1,107.9,0.0,106.3,-1.6,Lost W. Conf. 1st Rnd.,
HOU,1983,NBA,HOU,29,53,.354,6,-3.12,104.7,3.3,105.3,-2.3,108.2,0.6,,
HOU,1982,NBA,HOU,14,68,.171,6,-11.12,102.2,-0.9,97.0,-7.7,108.3,3.6,,
HOU,1981,NBA,HOU,46,36,.561,3,-0.39,97.2,-3.7,108.3,1.4,108.3,1.4,Lost W. Conf. 1st Rnd.,
HOU,1980,NBA,HOU,40,42,.488,3,-0.20,100.5,-1.3,107.0,1.5,106.7,1.2,Lost Finals,
HOU,1979,NBA,HOU,41,41,.500,2,0.27,101.2,-1.9,108.1,2.8,108.0,2.7,Lost E. Conf. Semis,
HOU,1978,NBA,HOU,47,35,.573,2,0.92,103.8,-2.0,108.7,4.9,107.7,3.9,Lost E. Conf. 1st Rnd.,
HOU,1977,NBA,HOU,28,54,.341,6,-3.83,101.3,-5.4,102.2,1.3,106.1,5.2,,
HOU,1976,NBA,HOU,49,33,.598,1,1.44,101.3,-5.2,104.5,5.0,102.9,3.4,Lost E. Conf. Finals,
HOU,1975,NBA,HOU,40,42,.488,3,-0.71,104.7,-0.8,101.1,2.8,101.8,3.5,,
HOU,1974,NBA,HOU,41,41,.500,2,0.84,102.9,-1.6,100.4,2.7,99.4,1.7,Lost E. Conf. Semis,
HOU,1973,NBA,HOU,32,50,.390,3,-0.34,106.1,-1.7,100.3,2.6,100.5,2.8,,
HOU,1972,NBA,HOU,33,49,.402,3,-1.81,115.2,4.5,97.9,1.1,99.4,2.6,,
HOU,1971,NBA,HOU,34,48,.415,4,-1.22,114.7,2.7,95.4,-2.5,96.8,-1.1,,
HOU,1970,NBA,SDR,40,42,.488,3,0.21,118.5,3.4,95.2,-2.0,95.5,-1.7,,
HOU,1969,NBA,SDR,27,55,.329,7,-2.95,125.1,8.0,94.4,-4.6,96.8,-2.2,,
HOU,1968,NBA,SDR,37,45,.451,4,-0.30,123.8,6.9,92.7,-2.8,92.8,-2.7,Lost W. Div. Semis,
HOU,1967,NBA,SDR,15,67,.183,6,-7.94,121.9,2.1,91.8,-5.0,98.8,2.0,,
IND,2014,NBA,IND,19,32,.373,5,-2.03,93.1,-0.7,101.8,-4.0,103.6,-2.2,,
IND,2013,NBA,IND,56,26,.683,1,3.63,92.5,-1.4,104.1,-2.6,99.3,-7.4,Lost E. Conf. Finals,
IND,2012,NBA,IND,49,32,.605,1,3.34,90.2,-1.8,104.3,-1.6,99.8,-6.1,Lost E. Conf. Finals,
IND,2011,NBA,IND,42,24,.636,2,2.60,90.7,-0.6,106.7,2.1,103.1,-1.5,Lost E. Conf. Semis,
IND,2010,NBA,IND,37,45,.451,2,-1.38,94.7,2.6,104.8,-2.5,106.0,-1.3,Lost E. Conf. 1st Rnd.,
IND,2009,NBA,IND,32,50,.390,4,-3.11,97.1,4.4,103.7,-3.9,106.8,-0.8,,
IND,2008,NBA,IND,36,46,.439,4,-0.76,96.5,4.8,108.1,-0.2,109.2,0.9,,
IND,2007,NBA,IND,36,46,.439,3,-1.87,97.7,5.3,106.0,-1.5,107.5,0.0,,
IND,2006,NBA,IND,35,47,.427,4,-2.62,92.4,0.5,102.9,-3.6,105.5,-1.0,,
IND,2005,NBA,IND,41,41,.500,3,1.62,89.7,-0.8,104.5,-1.7,102.4,-3.8,Lost E. Conf. 1st Rnd.,
IND,2004,NBA,IND,44,38,.537,3,0.49,87.2,-3.7,105.5,-0.6,104.6,-1.5,Lost E. Conf. Semis,
IND,2003,NBA,IND,61,21,.744,1,4.93,87.5,-2.6,103.8,0.9,97.2,-5.7,Lost E. Conf. Finals,
IND,2002,NBA,IND,48,34,.585,2,2.79,91.6,0.6,104.6,1.0,100.8,-2.8,Lost E. Conf. 1st Rnd.,
IND,2001,NBA,IND,42,40,.512,4,-0.07,91.9,1.2,104.1,-0.4,103.8,-0.7,Lost E. Conf. 1st Rnd.,
IND,2000,NBA,IND,41,41,.500,4,-0.77,89.4,-1.9,102.0,-1.0,102.2,-0.8,Lost E. Conf. 1st Rnd.,
IND,1999,NBA,IND,56,26,.683,1,4.15,93.1,0.0,108.5,4.4,103.6,-0.5,Lost Finals,
IND,1998,NBA,IND,33,17,.660,1,3.86,86.4,-2.5,108.7,6.5,104.4,2.2,Lost E. Conf. Finals,
IND,1997,NBA,IND,58,24,.707,2,6.25,87.9,-2.4,108.4,3.4,101.6,-3.4,Lost E. Conf. Finals,
IND,1996,NBA,IND,39,43,.476,6,1.49,89.0,-1.1,105.8,-0.9,104.7,-2.0,,
IND,1995,NBA,IND,52,30,.634,2,3.11,89.3,-2.5,110.8,3.2,107.2,-0.4,Lost E. Conf. 1st Rnd.,
IND,1994,NBA,IND,52,30,.634,1,3.35,90.0,-2.9,109.6,1.3,105.6,-2.7,Lost E. Conf. Finals,
IND,1993,NBA,IND,47,35,.573,3,3.26,93.3,-1.8,107.8,1.5,104.2,-2.1,Lost E. Conf. Finals,
IND,1992,NBA,IND,41,41,.500,5,1.77,96.0,-0.8,111.9,3.9,110.1,2.1,Lost E. Conf. 1st Rnd.,
IND,1991,NBA,IND,40,42,.488,4,1.85,99.0,2.4,111.7,3.5,109.9,1.7,Lost E. Conf. 1st Rnd.,
IND,1990,NBA,IND,41,41,.500,5,-0.37,99.4,1.6,111.7,3.8,112.1,4.2,Lost E. Conf. 1st Rnd.,
IND,1989,NBA,IND,42,40,.512,5,-0.18,97.0,-1.3,111.5,3.4,111.4,3.3,Lost E. Conf. 1st Rnd.,
IND,1988,NBA,IND,28,54,.341,6,-3.00,99.2,-1.4,106.8,-1.0,111.0,3.2,,
IND,1987,NBA,IND,38,44,.463,6,-0.18,98.0,-1.6,106.6,-1.4,107.4,-0.6,,
IND,1986,NBA,IND,41,41,.500,4,-0.17,98.8,-2.0,106.0,-2.3,106.6,-1.7,Lost E. Conf. 1st Rnd.,
IND,1985,NBA,IND,26,56,.317,6,-2.66,100.9,-1.2,102.6,-4.6,105.9,-1.3,,
IND,1984,NBA,IND,22,60,.268,6,-5.46,105.1,3.0,102.5,-5.4,108.4,0.5,,
IND,1983,NBA,IND,26,56,.317,6,-4.25,102.1,0.7,101.8,-5.8,106.5,-1.1,,
IND,1982,NBA,IND,20,62,.244,6,-5.36,103.9,0.8,103.8,-0.9,109.4,4.7,,
IND,1981,NBA,IND,35,47,.427,4,-1.49,98.7,-2.2,102.7,-4.2,104.6,-2.3,,
IND,1980,NBA,IND,44,38,.537,3,1.72,100.9,-0.9,106.4,0.9,105.0,-0.5,Lost E. Conf. 1st Rnd.,
IND,1979,NBA,IND,37,45,.451,4,-0.54,104.4,1.3,105.5,0.2,106.2,0.9,,
IND,1978,NBA,IND,38,44,.463,4,-1.41,105.3,-0.5,103.0,-0.8,104.5,0.7,,
IND,1977,NBA,IND,31,51,.378,6,-2.37,108.2,1.5,99.6,-1.3,101.9,1.0,,
IND,1976,NBA,IND,36,46,.439,5,-1.68,107.1,0.6,99.3,-0.2,101.0,1.5,,
IND,1975,ABA,INA,39,45,.464,5,0.29,107.7,0.8,103.7,-0.4,103.9,-0.2,Lost 1st Rnd.,
IND,1974,ABA,INA,45,39,.536,3,1.14,105.1,2.0,106.7,2.0,105.7,1.0,Lost Finals,
IND,1973,ABA,INA,46,38,.548,2,0.68,103.0,0.4,101.7,-1.3,100.9,-2.1,Lost W. Div. Finals,
IND,1972,ABA,INA,51,33,.607,2,1.97,112.7,3.4,100.7,-1.1,98.8,-3.0,Won Finals,
IND,1971,ABA,INA,47,37,.560,2,2.72,110.7,-1.2,101.1,0.5,98.7,-1.9,Won Finals,
IND,1970,ABA,INA,58,26,.690,1,5.63,108.1,-3.0,109.1,4.1,103.6,-1.4,Lost W. Div. Finals,
IND,1969,ABA,INA,59,25,.702,1,2.67,106.7,-2.5,105.4,2.7,102.2,-0.5,Won Finals,
IND,1968,ABA,INA,44,34,.564,1,3.35,111.4,2.0,106.3,2.3,102.6,-1.4,Lost Finals,
IND,1967,ABA,INA,38,40,.487,3,0.50,107.2,0.2,101.5,0.2,101.3,0.0,Lost E. Div. Semis,
LAC,2014,NBA,LAC,33,18,.647,2,6.27,94.0,0.2,113.1,7.3,106.5,0.7,,
LAC,2013,NBA,LAC,57,25,.695,1,7.27,95.9,2.0,112.1,5.4,104.8,-1.9,Lost W. Conf. Semis,
LAC,2012,NBA,LAC,56,26,.683,1,6.43,91.1,-0.9,110.6,4.7,103.6,-2.3,Lost W. Conf. 1st Rnd.,
LAC,2011,NBA,LAC,40,26,.606,2,2.82,89.2,-2.1,108.5,3.9,105.7,1.1,Lost W. Conf. Semis,
LAC,2010,NBA,LAC,32,50,.390,4,-2.71,92.8,0.7,105.3,-2.0,108.7,1.4,,
LAC,2009,NBA,LAC,29,53,.354,3,-6.01,92.6,-0.1,103.3,-4.3,110.1,2.5,,
LAC,2008,NBA,LAC,19,63,.232,4,-8.47,92.1,0.4,102.3,-6.0,111.7,3.4,,
LAC,2007,NBA,LAC,23,59,.280,5,-6.56,92.1,-0.3,101.2,-6.3,109.1,1.6,,
LAC,2006,NBA,LAC,40,42,.488,4,-0.07,90.8,-1.1,105.1,-1.4,105.6,-0.9,,
LAC,2005,NBA,LAC,47,35,.573,2,1.75,91.7,1.2,105.3,-0.9,103.6,-2.6,Lost W. Conf. Semis,
LAC,2004,NBA,LAC,37,45,.451,3,-0.47,89.1,-1.8,105.5,-0.6,106.4,0.3,,
LAC,2003,NBA,LAC,28,54,.341,7,-3.74,91.0,0.9,103.5,0.6,108.5,5.6,,
LAC,2002,NBA,LAC,27,55,.329,7,-3.45,91.3,0.3,102.3,-1.3,106.8,3.2,,
LAC,2001,NBA,LAC,39,43,.476,5,-0.09,90.1,-0.6,105.5,1.0,106.0,1.5,,
LAC,2000,NBA,LAC,31,51,.378,6,-2.23,89.6,-1.7,101.3,-1.7,104.5,1.5,,
LAC,1999,NBA,LAC,15,67,.183,7,-10.73,93.9,0.8,97.8,-6.3,110.1,6.0,,
LAC,1998,NBA,LAC,9,41,.180,7,-8.94,89.5,0.6,100.0,-2.2,109.7,7.5,,
LAC,1997,NBA,LAC,17,65,.207,7,-7.53,92.4,2.1,103.3,-1.7,111.2,6.2,,
LAC,1996,NBA,LAC,36,46,.439,5,-2.66,91.3,1.2,105.1,-1.6,107.6,0.9,Lost W. Conf. 1st Rnd.,
LAC,1995,NBA,LAC,29,53,.354,7,-3.46,93.2,1.4,106.5,-1.1,110.3,2.7,,
LAC,1994,NBA,LAC,17,65,.207,7,-8.43,94.3,1.4,101.5,-6.8,111.1,2.8,,
LAC,1993,NBA,LAC,27,55,.329,7,-5.28,99.6,4.5,102.9,-3.4,108.6,2.3,,
LAC,1992,NBA,LAC,41,41,.500,4,0.33,99.1,2.3,107.4,-0.6,107.1,-0.9,Lost W. Conf. 1st Rnd.,
LAC,1991,NBA,LAC,45,37,.549,5,1.10,96.5,-0.1,105.8,-2.4,104.7,-3.5,Lost W. Conf. 1st Rnd.,
LAC,1990,NBA,LAC,31,51,.378,6,-3.16,99.9,2.1,103.0,-4.9,106.5,-1.4,,
LAC,1989,NBA,LAC,30,52,.366,6,-2.80,99.2,0.9,104.0,-4.1,107.4,-0.7,,
LAC,1988,NBA,LAC,21,61,.256,7,-9.50,104.4,3.8,100.8,-7.0,110.2,2.4,,
LAC,1987,NBA,LAC,17,65,.207,6,-10.24,100.8,1.2,97.4,-10.6,107.6,-0.4,,
LAC,1986,NBA,LAC,12,70,.146,6,-11.00,102.7,1.9,101.2,-7.1,112.3,4.0,,
LAC,1985,NBA,LAC,32,50,.390,4,-6.83,102.7,0.6,105.4,-1.8,112.1,4.9,,
LAC,1984,NBA,LAC,31,51,.378,5,-4.55,100.9,-1.2,105.8,-2.1,110.3,2.4,,
LAC,1983,NBA,SDC,30,52,.366,6,-3.21,101.1,-0.3,109.2,1.6,112.4,4.8,,
LAC,1982,NBA,SDC,25,57,.305,6,-4.61,103.0,-0.1,104.7,0.0,109.3,4.6,,
LAC,1981,NBA,SDC,17,65,.207,6,-7.05,101.4,0.5,106.6,-0.3,113.8,6.9,,
LAC,1980,NBA,SDC,36,46,.439,5,-1.78,100.2,-1.6,106.0,0.5,107.6,2.1,,
LAC,1979,NBA,SDC,35,47,.427,5,-3.97,101.4,-1.7,105.7,0.4,109.8,4.5,,
LAC,1978,NBA,SDC,43,39,.524,5,-1.76,106.3,0.5,106.2,2.4,107.9,4.1,,
LAC,1977,NBA,BUF,27,55,.329,4,-3.55,104.3,-2.4,100.3,-0.6,103.8,2.9,,
LAC,1976,NBA,BUF,30,52,.366,4,-4.28,107.3,0.8,97.6,-1.9,101.8,2.3,,
LAC,1975,NBA,BUF,46,36,.561,3,0.85,108.2,2.7,99.0,0.7,98.2,-0.1,Lost E. Conf. Semis,
LAC,1974,NBA,BUF,49,33,.598,2,2.16,107.7,3.2,99.8,2.1,97.8,0.1,Lost E. Conf. Semis,
LAC,1973,NBA,BUF,42,40,.512,3,-0.19,111.6,3.8,99.3,1.6,99.4,1.7,Lost E. Conf. Semis,
LAC,1972,NBA,BUF,21,61,.256,3,-8.85,110.9,0.2,92.9,-3.9,101.2,4.4,,
LAC,1971,NBA,BUF,22,60,.268,4,-9.44,108.3,-3.7,93.6,-4.3,102.1,4.2,,
LAC,1970,NBA,BUF,22,60,.268,4,-8.02,111.9,-3.2,93.7,-3.5,99.6,2.4,,
LAL,2014,NBA,LAL,13,37,.260,5,-5.29,94.3,0.5,103.8,-2.0,110.8,5.0,,
