Team_id,Season,No,Player,Pos,Experience
LAC,2005,10,eisleho01,PG,11,
LAC,2005,3,ewingda01,SG,0,
LAC,2005,4,goldwan01,PG,7,
LAC,2005,35,kamanch01,C,2,
LAC,2005,8,korolya01,SF,0,
LAC,2005,14,livinsh01,PG,1,
LAC,2005,50,maggeco01,SF,6,
LAC,2005,0,mccarwa01,SF,9,
LAC,2005,5,moblecu01,SF,7,
LAC,2005,22,ndongbo01,C,0,
LAC,2005,7,radmavl01,PF,4,
LAC,2005,11,rebraze01,C,4,
LAC,2005,13,rossqu01,SG,1,
LAC,2005,15,singlja01,SF,0,
LAC,2005,54,wilcoch01,C,3,
LAC,2004,7,anderke01,PG,13,
LAC,2004,4,bakerma01,PG,0,
LAC,2004,42,brandel01,PF,5,
LAC,2004,9,brunsri01,PG,7,
LAC,2004,0,chalmli01,PG,0,
LAC,2004,20,jaricma01,PG,2,
LAC,2004,35,kamanch01,C,1,
LAC,2004,30,kittlke01,SG,7,
LAC,2004,14,livinsh01,PG,0,
LAC,2004,50,maggeco01,SG,5,
LAC,2004,15,martida01,PG,9,
LAC,2004,33,mooremi01,PF,6,
LAC,2004,34,ndiayma02,C,4,
LAC,2004,22,penneki01,SG,1,
LAC,2004,11,rebraze01,C,3,
LAC,2004,13,rossqu01,SG,0,
LAC,2004,21,simmobo01,SF,3,
LAC,2004,54,wilcoch01,C,2,
LAC,2003,22,barnema02,SF,0,
LAC,2003,42,brandel01,PF,4,
LAC,2003,1,doolike01,PG,3,
LAC,2003,14,drobnpr01,C,2,
LAC,2003,2,elyme01,PF,1,
LAC,2003,5,houseed01,SG,3,
LAC,2003,20,jaricma01,PG,1,
LAC,2003,35,kamanch01,C,0,
LAC,2003,9,livinra01,PG,7,
LAC,2003,50,maggeco01,SF,4,
LAC,2003,24,overtdo01,PG,10,
LAC,2003,30,polynol01,C,14,
LAC,2003,41,ricegl01,SF,14,
LAC,2003,3,richaqu01,SG,3,
LAC,2003,21,simmobo01,SF,2,
LAC,2003,54,wilcoch01,C,1,
LAC,2003,16,zhizhwa01,C,3,
LAC,2002,42,brandel01,PF,3,
LAC,2002,1,doolike01,SG,2,
LAC,2002,2,elyme01,C,0,
LAC,2002,32,fowlktr01,SF,1,
LAC,2002,20,jaricma01,SF,0,
LAC,2002,50,maggeco01,SG,3,
LAC,2002,24,millean02,PG,3,
LAC,2002,7,odomla01,SF,3,
LAC,2002,34,olowomi01,C,4,
LAC,2002,44,parksch02,PF,7,
LAC,2002,52,piatker01,SG,8,
LAC,2002,3,richaqu01,SG,2,
LAC,2002,45,rooksse01,C,10,
LAC,2002,54,wilcoch01,PF,0,
LAC,2002,16,zhizhwa01,C,2,
LAC,2001,11,boykiea01,PG,3,
LAC,2001,42,brandel01,PF,2,
LAC,2001,1,doolike01,PG,1,
LAC,2001,54,ekeziob01,PF,2,
LAC,2001,32,fowlktr01,SF,0,
LAC,2001,40,jamisha01,PF,1,
LAC,2001,50,maggeco01,SG,2,
LAC,2001,5,mcinnje01,PG,4,
LAC,2001,21,milesda01,SF,1,
LAC,2001,7,odomla01,SF,2,
LAC,2001,34,olowomi01,C,3,
LAC,2001,24,overtdo01,PG,9,
LAC,2001,52,piatker01,SG,7,
LAC,2001,14,recasel01,PG,7,
LAC,2001,3,richaqu01,SG,1,
LAC,2001,45,rooksse01,C,9,
LAC,2000,11,boykiea01,PG,2,
LAC,2000,1,doolike01,PG,0,
LAC,2000,25,hamilze01,C,0,
LAC,2000,50,maggeco01,SF,1,
LAC,2000,5,mcinnje01,PG,3,
LAC,2000,21,milesda01,SF,0,
LAC,2000,8,nesbyty01,SG,2,
LAC,2000,7,odomla01,PF,1,
LAC,2000,34,olowomi01,C,2,
LAC,2000,44,parksch02,C,5,
LAC,2000,52,piatker01,SG,6,
LAC,2000,3,richaqu01,SG,0,
LAC,2000,45,rooksse01,C,8,
LAC,2000,32,skinnbr01,PF,2,
LAC,2000,30,stronde01,PF,9,
LAC,1999,1,anderde01,SG,2,
LAC,1999,30,aventan01,PF,5,
LAC,1999,44,bennema01,PF,3,
LAC,1999,41,bohanet01,PF,2,
LAC,1999,24,chilcpe01,PF,8,
LAC,1999,33,closske01,C,2,
LAC,1999,31,conloma01,C,8,
LAC,1999,6,hudsotr01,PG,2,
LAC,1999,2,jonesch03,PG,1,
LAC,1999,5,mcinnje01,PG,2,
LAC,1999,3,murdoer01,PG,8,
LAC,1999,8,nesbyty01,SG,1,
LAC,1999,7,odomla01,SF,0,
LAC,1999,34,olowomi01,C,1,
LAC,1999,52,piatker01,SF,5,
LAC,1999,32,skinnbr01,PF,1,
LAC,1999,23,tayloma01,PF,2,
LAC,1998,33,closske01,C,1,
LAC,1998,20,douglsh01,PG,9,
LAC,1998,6,hudsotr01,PG,1,
LAC,1998,15,martida01,PG,4,
LAC,1998,7,murrala01,SF,4,
LAC,1998,8,nesbyty01,SF,0,
LAC,1998,34,olowomi01,C,0,
LAC,1998,52,piatker01,SG,4,
LAC,1998,24,richapo01,PG,9,
LAC,1998,26,robinja02,PG,5,
LAC,1998,54,rogerro01,SF,5,
LAC,1998,32,skinnbr01,PF,0,
LAC,1998,5,smithch04,SG,1,
LAC,1998,23,tayloma01,PF,1,
LAC,1998,11,vrankst01,C,4,
LAC,1998,55,wrighlo02,C,2,
LAC,1997,8,austiis01,C,4,
LAC,1997,31,barrybr01,SG,2,
LAC,1997,33,closske01,C,0,
LAC,1997,32,collija01,SG,0,
LAC,1997,15,martida01,PG,3,
LAC,1997,7,murrala01,SF,3,
LAC,1997,52,piatker01,SG,3,
LAC,1997,24,richapo01,PG,8,
LAC,1997,26,robinja02,PG,4,
LAC,1997,54,rogerro01,SF,4,
LAC,1997,14,smithch04,SG,0,
LAC,1997,23,tayloma01,PF,0,
LAC,1997,35,vaughlo01,PF,7,
LAC,1997,11,vrankst01,C,3,
LAC,1997,55,wrighlo02,C,1,
LAC,1996,31,barrybr01,SG,1,
LAC,1996,24,deherte01,PG,3,
LAC,1996,00,duckwke01,C,10,
LAC,1996,50,manniri01,PF,1,
LAC,1996,15,martida01,PG,2,
LAC,1996,7,murrala01,SF,2,
LAC,1996,45,outlabo01,PF,3,
LAC,1996,52,piatker01,SG,2,
LAC,1996,2,richapo01,PG,7,
LAC,1996,53,roberst01,C,4,
LAC,1996,54,rogerro01,SF,3,
LAC,1996,33,schindw01,C,6,
LAC,1996,21,sealyma01,SG,4,
LAC,1996,35,vaughlo01,PF,6,
LAC,1996,55,wrighlo02,C,0,
LAC,1995,31,barrybr01,SG,0,
LAC,1995,24,deherte01,PG,2,
LAC,1995,8,delebi01,C,4,
LAC,1995,40,harvean01,PF,2,
LAC,1995,7,murrala01,SF,1,
LAC,1995,45,outlabo01,PF,2,
LAC,1995,52,piatker01,SG,1,
LAC,1995,2,richapo01,PG,6,
LAC,1995,53,roberst01,C,3,
LAC,1995,54,rogerro01,SF,2,
LAC,1995,21,sealyma01,SF,3,
LAC,1995,51,towerke01,C,2,
LAC,1995,25,vandelo01,SF,0,
LAC,1995,35,vaughlo01,PF,5,
LAC,1994,24,deherte01,PG,1,
LAC,1994,30,ellisha01,SF,1,
LAC,1994,50,fishma01,C,0,
LAC,1994,23,grantga01,PG,6,
LAC,1994,42,martibo01,C,1,
LAC,1994,9,masseto01,C,2,
LAC,1994,7,murrala01,SF,0,
LAC,1994,45,outlabo01,PF,1,
LAC,1994,,piatker01,SG,0,
LAC,1994,2,richapo01,PG,5,
LAC,1994,42,rileyer01,C,1,
LAC,1994,21,sealyma01,SG,2,
LAC,1994,4,smithmi01,PF,2,
LAC,1994,27,spencel01,C,2,
LAC,1994,35,vaughlo01,PF,4,
LAC,1994,14,woodsra01,PG,2,
LAC,1993,7,aguirma01,SF,12,
LAC,1993,24,deherte01,PG,0,
LAC,1993,30,ellisha01,SF,0,
LAC,1993,23,grantga01,PG,5,
LAC,1993,4,harpero01,SG,7,
LAC,1993,13,jacksma01,PG,6,
LAC,1993,51,jameshe01,PF,3,
LAC,1993,5,mannida01,PF,5,
LAC,1993,42,martibo01,C,0,
LAC,1993,45,outlabo01,SF,0,
LAC,1993,,roberst01,C,2,
LAC,1993,27,spencel01,C,1,
LAC,1993,3,tolbeto01,SF,5,
LAC,1993,35,vaughlo01,PF,3,
LAC,1993,21,wilkido01,SF,11,
LAC,1993,34,willijo02,SF,6,
LAC,1993,14,woodsra01,PG,1,
LAC,1992,7,connele01,PG,9,
LAC,1992,23,grantga01,PG,4,
LAC,1992,4,harpero01,SG,6,
LAC,1992,8,jacksja01,SG,2,
LAC,1992,13,jacksma01,PG,5,
LAC,1992,5,mannida01,PF,4,
LAC,1992,3,normake01,SF,5,
LAC,1992,53,roberst01,C,1,
LAC,1992,27,spencel01,C,0,
LAC,1992,25,stivral01,SF,1,
LAC,1992,55,vandeki01,SF,12,
LAC,1992,35,vaughlo01,PF,2,
LAC,1992,10,washidu01,SG,1,
LAC,1992,34,willijo02,SF,5,
LAC,1992,14,woodsra01,PG,0,
LAC,1991,17,brownto01,SF,6,
LAC,1991,21,copella01,SG,1,
LAC,1991,53,edwarja01,C,14,
LAC,1991,22,ellisle02,C,0,
LAC,1991,23,grantga01,PG,3,
LAC,1991,4,harpero01,SG,5,
LAC,1991,30,kimblbo01,SG,1,
LAC,1991,5,mannida01,PF,3,
LAC,1991,8,mayesth01,SG,0,
LAC,1991,3,normake01,SF,4,
LAC,1991,34,perryel01,PG,0,
LAC,1991,0,polynol01,C,4,
LAC,1991,32,riverda01,PG,2,
LAC,1991,25,riverdo01,PG,8,
LAC,1991,54,smithch01,SF,3,
LAC,1991,35,vaughlo01,PF,1,
LAC,1991,21,youngda01,PG,7,
LAC,1990,44,ballce01,PF,0,
LAC,1990,51,bannike01,PF,4,
LAC,1990,00,benjabe01,C,5,
LAC,1990,45,butlegr01,C,2,
LAC,1990,11,garlawi01,PG,3,
LAC,1990,22,garrito01,SG,2,
LAC,1990,1,grantga01,PG,2,
LAC,1990,4,harpero01,SG,4,
LAC,1990,30,kimblbo01,SG,0,
LAC,1990,5,mannida01,PF,2,
LAC,1990,15,martije01,PG,1,
LAC,1990,3,normake01,SF,3,
LAC,1990,0,polynol01,C,3,
LAC,1990,54,smithch01,SF,2,
LAC,1990,52,smrekmi01,C,5,
LAC,1990,35,vaughlo01,PF,0,
LAC,1989,51,bannike01,PF,3,
LAC,1989,00,benjabe01,C,4,
LAC,1989,12,brynto01,C,0,
LAC,1989,3,edwarja02,SG,0,
LAC,1989,11,garlawi01,PG,2,
LAC,1989,22,garrito01,SG,1,
LAC,1989,23,grantga01,PG,1,
LAC,1989,4,harpero01,SG,3,
LAC,1989,20,harrist01,SG,4,
LAC,1989,12,lesji01,PG,1,
LAC,1989,5,mannida01,PF,1,
LAC,1989,15,martije01,SG,0,
LAC,1989,14,mckinca01,SG,0,
LAC,1989,33,normake01,SF,2,
LAC,1989,44,riverda01,PG,1,
LAC,1989,54,smithch01,PF,1,
LAC,1989,12,turnean01,PG,3,
LAC,1989,34,willire01,SF,2,
LAC,1989,24,wolfjo01,C,2,
LAC,1989,42,youngmi01,SF,2,
LAC,1988,51,bannike01,PF,2,
LAC,1988,00,benjabe01,C,3,
LAC,1988,20,dailequ01,SG,6,
LAC,1988,22,garrito01,SG,0,
LAC,1988,3,gondrgr01,SG,1,
LAC,1988,23,grantga01,PG,0,
LAC,1988,32,kitegr01,C,5,
LAC,1988,44,lockro01,PF,0,
LAC,1988,25,mannida01,PF,0,
LAC,1988,10,nixonno01,PG,9,
LAC,1988,33,normake01,SF,1,
LAC,1988,45,popsoda01,PF,0,
LAC,1988,42,rosero01,SG,0,
LAC,1988,54,smithch01,PF,0,
LAC,1988,51,sumptba01,PF,0,
LAC,1988,4,whatlen01,PG,5,
LAC,1988,12,whiteer01,SF,1,
LAC,1988,42,willike01,SG,4,
LAC,1988,34,willire01,SF,1,
LAC,1988,24,wolfjo01,C,1,
LAC,1987,00,benjabe01,C,2,
LAC,1987,15,burttst01,SG,1,
LAC,1987,44,cagemi01,PF,3,
LAC,1987,45,colemno01,SF,0,
LAC,1987,25,curetea01,PF,7,
LAC,1987,20,dailequ01,SG,5,
LAC,1987,2,drewla01,PG,7,
LAC,1987,54,fieldke01,SF,3,
LAC,1987,4,gordola01,SG,3,
LAC,1987,43,gregocl01,PF,1,
LAC,1987,32,kitegr01,C,4,
LAC,1987,46,murphto01,PF,0,
LAC,1987,51,nesslma01,C,0,
LAC,1987,33,normake01,SF,0,
LAC,1987,14,phelpmi01,SG,2,
LAC,1987,1,valenda01,PG,6,
LAC,1987,12,whiteer01,SF,0,
LAC,1987,34,willire01,SF,0,
LAC,1987,24,wolfjo01,C,0,
LAC,1987,42,woodsmi01,SG,7,
LAC,1986,00,benjabe01,C,1,
LAC,1986,44,cagemi01,PF,2,
LAC,1986,25,curetea01,C,6,
LAC,1986,20,dailequ01,SG,4,
LAC,1986,2,drewla01,PG,6,
LAC,1986,54,fieldke01,SF,2,
LAC,1986,4,gordola01,SG,2,
LAC,1986,15,hustoge01,PG,7,
LAC,1986,8,johnsma01,SF,9,
LAC,1986,31,johnsst02,PF,0,
LAC,1986,41,kemptti01,PF,0,
LAC,1986,19,maxwece01,SF,9,
LAC,1986,40,nimphku01,PF,5,
LAC,1986,12,poleedw01,SG,0,
LAC,1986,1,valenda01,PG,5,
LAC,1986,22,whitero01,SF,4,
LAC,1986,42,woodsmi01,SG,6,
LAC,1985,00,benjabe01,C,0,
LAC,1985,2,bridgju01,SF,10,
LAC,1985,31,bryanwa01,C,2,
LAC,1985,44,cagemi01,PF,1,
LAC,1985,38,crossje01,PF,0,
LAC,1985,40,donalja01,C,5,
LAC,1985,14,edwarfr01,PG,4,
LAC,1985,4,gordola01,SG,1,
LAC,1985,8,johnsma01,SG,8,
LAC,1985,20,jonesoz01,C,1,
LAC,1985,19,maxwece01,SF,8,
LAC,1985,46,murphja01,SF,1,
LAC,1985,40,nimphku01,PF,4,
LAC,1985,10,nixonno01,PG,8,
LAC,1985,18,smithde02,SG,3,
LAC,1985,21,thomaji01,SG,2,
LAC,1985,1,valenda01,PG,4,
LAC,1985,22,whitero01,SF,3,
LAC,1985,52,wilkeja01,SF,11,
LAC,1984,2,bridgju01,SF,9,
LAC,1984,44,cagemi01,PF,0,
LAC,1984,42,catchha01,C,10,
LAC,1984,40,donalja01,C,4,
LAC,1984,14,edwarfr01,PG,3,
LAC,1984,4,gordola01,SG,0,
LAC,1984,8,johnsma01,SF,7,
LAC,1984,46,murphja01,PF,0,
LAC,1984,10,nixonno01,PG,7,
LAC,1984,18,smithde02,SG,2,
LAC,1984,32,waltobi01,C,7,
LAC,1984,13,warribr01,PG,2,
LAC,1984,22,whitero01,PF,2,
LAC,1984,38,wilkida01,SF,0,
SDC,1983,7,brookmi01,SF,3,
SDC,1983,34,cummite01,PF,1,
SDC,1983,40,donalja01,C,3,
SDC,1983,24,hodgecr01,SG,1,
SDC,1983,22,joneshu01,SF,1,
SDC,1983,20,kelsegr01,SF,4,
SDC,1983,9,loderke01,SF,2,
SDC,1983,8,mcdowha01,PF,2,
SDC,1983,1,mckinbi01,PG,5,
SDC,1983,10,nixonno01,PG,6,
SDC,1983,25,piercri01,SG,1,
SDC,1983,18,smithde02,SG,1,
SDC,1983,9,towneli01,SF,1,
SDC,1983,32,waltobi01,C,6,
SDC,1983,12,whitero01,SF,1,
SDC,1983,33,whiteje01,C,5,
SDC,1982,35,anderri01,C,0,
SDC,1982,15,brogaji01,SG,1,
SDC,1982,7,brookmi01,SF,2,
SDC,1982,22,chambto01,PF,1,
SDC,1982,23,coopejo01,C,1,
SDC,1982,34,cummite01,PF,0,
SDC,1982,13,dougljo01,SG,1,
SDC,1982,30,grossbo01,SF,7,
SDC,1982,24,hodgecr01,SG,0,
SDC,1982,9,hollili01,PG,7,
SDC,1982,23,joneshu01,SF,0,
SDC,1982,13,moorelo01,PG,2,
SDC,1982,31,natersw01,C,9,
SDC,1982,9,smithra01,SG,11,
SDC,1982,9,smithro01,PG,5,
SDC,1982,32,waltobi01,C,5,
SDC,1982,33,whiteje01,C,4,
SDC,1982,4,woodal01,SF,1,
SDC,1981,15,brogaji01,SG,0,
SDC,1981,7,brookmi01,SF,1,
SDC,1981,23,bryanjo01,SF,6,
SDC,1981,22,chambto01,PF,0,
SDC,1981,1,crissch01,PG,4,
SDC,1981,42,davisro01,SF,2,
SDC,1981,13,dougljo01,SG,0,
SDC,1981,24,hillar01,PG,5,
SDC,1981,34,leero02,C,0,
SDC,1981,31,natersw01,C,8,
SDC,1981,30,smithji01,PF,0,
SDC,1981,11,smithph01,SG,7,
SDC,1981,14,taylobr01,PG,9,
SDC,1981,33,whiteje01,C,3,
SDC,1981,21,wileymi01,PF,1,
SDC,1981,20,willifr01,SG,3,
SDC,1981,4,woodal01,SG,0,
SDC,1980,10-15,bibbyhe01,PG,8,
SDC,1980,7,brookmi01,SF,0,
SDC,1980,23,bryanjo01,PF,5,
SDC,1980,42,davisro01,SF,1,
SDC,1980,24,heardga01,PF,10,
SDC,1980,31,natersw01,C,7,
SDC,1980,22,pietkst01,SG,2,
SDC,1980,34,priceto01,SG,0,
SDC,1980,30,rankwa01,SF,0,
SDC,1980,11,smithph01,SG,6,
SDC,1980,14,taylobr01,PG,8,
SDC,1980,33,whiteje01,C,2,
SDC,1980,21,wickssi01,PF,9,
SDC,1980,20,willifr01,SG,2,
SDC,1979,27,barnema01,PF,5,
SDC,1979,23,bryanjo01,PF,4,
SDC,1979,30,carribo01,SG,1,
SDC,1979,24,freewo01,SG,4,
SDC,1979,4,malovst01,PF,0,
SDC,1979,31,natersw01,C,6,
SDC,1979,40,olivejo01,SF,1,
SDC,1979,22,pietkst01,PG,1,
SDC,1979,7,smithbi02,SF,10,
SDC,1979,14,taylobr01,PG,7,
SDC,1979,32,waltobi01,C,4,
SDC,1979,12,weathni01,SF,6,
SDC,1979,33,whiteje01,C,1,
SDC,1979,21,wickssi01,PF,8,
SDC,1979,20,willifr01,SG,1,
SDC,1978,32,bigelbo01,SF,3,
SDC,1978,24,freewo01,PG,3,
SDC,1978,44,kunneke01,C,5,
SDC,1978,45,lloydsc01,C,2,
SDC,1978,31,natersw01,C,5,
SDC,1978,11,normaco01,SG,2,
SDC,1978,40,olivejo01,SF,0,
SDC,1978,22,pietkst01,SG,0,
SDC,1978,9,smithra01,SG,7,
SDC,1978,14,taylobr01,PG,6,
SDC,1978,42,washike01,PF,5,
SDC,1978,12,weathni01,SF,5,
SDC,1978,33,whiteje01,C,0,
SDC,1978,21,wickssi01,PF,7,
SDC,1978,20,willifr01,SG,0,
BUF,1977,15,averibi01,SG,4,
BUF,1977,8,barnema01,PF,3,
BUF,1977,7,brokaga01,SG,3,
BUF,1977,22,gerargu01,SF,3,
BUF,1977,14,glennmi01,SG,0,
BUF,1977,10,johnsla01,SG,0,
BUF,1977,24,joneswi02,PF,8,
BUF,1977,25,knighbi01,SF,3,
BUF,1977,45,lloydsc01,C,1,
BUF,1977,12,mcclate01,PG,6,
BUF,1977,44,mcdanji01,C,4,
BUF,1977,43,mcneila01,PF,4,
BUF,1977,31,natersw01,C,4,
BUF,1977,40,owensed01,SF,0,
BUF,1977,34,shumajo01,PF,2,
BUF,1977,9,smithra01,SG,6,
BUF,1977,11,willich02,PG,7,
BUF,1977,32,willobi01,SF,2,
BUF,1976,35,abdulza01,C,8,
BUF,1976,10,adamsdo01,SF,6,
BUF,1976,14,averibi01,SG,3,
BUF,1976,44,dantlad01,SF,0,
BUF,1976,15,digreer01,PG,3,
BUF,1976,5,fostefr01,SF,7,
BUF,1976,22,gerargu01,SF,2,
BUF,1976,40,gianejo01,C,4,
BUF,1976,52,johnsge02,C,4,
BUF,1976,20,malonmo01,C,2,
BUF,1976,22,mayescl01,PF,1,
BUF,1976,11,mcadobo01,C,4,
BUF,1976,52,mcmilto01,C,1,
BUF,1976,21,neumajo01,SG,5,
BUF,1976,25,priceji01,PG,4,
BUF,1976,34,shumajo01,PF,1,
BUF,1976,9,smithra01,SG,5,
BUF,1976,12,terrycl01,SG,4,
BUF,1976,11,willich02,PG,6,
BUF,1975,10,adamsdo01,SF,5,
BUF,1975,14,charlke01,SG,2,
BUF,1975,15,digreer01,PG,2,
BUF,1975,21,gibbsdi01,SF,4,
BUF,1975,24,heardga01,PF,5,
BUF,1975,22,kuberst01,SF,6,
BUF,1975,42,marinja01,SF,9,
BUF,1975,11,mcadobo01,C,3,
BUF,1975,52,mcmilto01,C,0,
BUF,1975,5,mcmilji01,SF,5,
BUF,1975,54,schluda01,C,7,
BUF,1975,34,shumajo01,PF,0,
BUF,1975,9,smithra01,SG,4,
BUF,1975,12,washiji01,PF,10,
BUF,1975,8,weissbo01,PG,10,
BUF,1974,14,charlke01,SG,1,
BUF,1974,15,digreer01,PG,1,
BUF,1974,34,harribe01,PF,0,
BUF,1974,24,heardga01,PF,4,
BUF,1974,42,marinja01,SF,8,
BUF,1974,11,mcadobo01,C,2,
BUF,1974,5,mcmilji01,SF,4,
BUF,1974,22,ruffnpa01,C,3,
BUF,1974,54,schluda01,C,6,
BUF,1974,9,smithra01,SG,3,
BUF,1974,12,washiji01,PF,9,
BUF,1974,8,weissbo01,PG,9,
BUF,1974,3,winfile01,PG,5,
BUF,1973,14,charlke01,SG,0,
BUF,1973,15,digreer01,PG,0,
BUF,1973,30,garviji01,PF,0,
BUF,1973,4,guokama02,SG,7,
BUF,1973,24,heardga01,PF,3,
BUF,1973,44,kauffbo01,PF,5,
BUF,1973,43,kunneke01,C,0,
BUF,1973,21,macalmi01,SF,0,
BUF,1973,42,marinja01,SF,7,
BUF,1973,11,mcadobo01,C,1,
BUF,1973,5,mcmilji01,SF,3,
BUF,1973,22,ruffnpa01,C,2,
BUF,1973,9,smithra01,SG,2,
BUF,1973,3,winfile01,PG,4,
BUF,1973,13,wohlda01,PG,2,
BUF,1972,42,abdulma01,PG,8,
BUF,1972,7,foxha01,PG,0,
BUF,1972,20,garredi01,SG,3,
BUF,1972,27,hewitbi01,PF,4,
BUF,1972,32,hiltofr01,SG,1,
BUF,1972,45,hummejo01,PF,2,
BUF,1972,44,kauffbo01,SF,4,
BUF,1972,5,komivho01,PG,8,
BUF,1972,11,mcadobo01,PF,0,
BUF,1972,3,smithel01,C,1,
BUF,1972,9,smithra01,SG,1,
BUF,1972,35,warneco01,C,2,
BUF,1972,13,wohlda01,PG,1,
BUF,1971,42,abdulma01,PG,7,
BUF,1971,7,bryanem01,PG,7,
BUF,1971,40,chambje01,SF,3,
BUF,1971,13,davismi01,SG,2,
BUF,1971,20,garredi01,SG,2,
BUF,1971,32,hiltofr01,SG,0,
BUF,1971,25,hoskebi01,PF,3,
BUF,1971,45,hummejo01,PF,1,
BUF,1971,44,kauffbo01,PF,3,
BUF,1971,3,smithel01,C,0,
BUF,1971,9,smithra01,SF,0,
BUF,1971,35,warneco01,PF,1,
BUF,1970,17,bowmana01,C,4,
BUF,1970,7,bryanem01,PG,6,
BUF,1970,15,crawffr01,SG,4,
BUF,1970,13,davismi01,SG,1,
BUF,1970,20,garredi01,PG,1,
BUF,1970,9,gillihe01,SG,1,
BUF,1970,25,hoskebi01,PF,2,
BUF,1970,45,hummejo01,C,0,
BUF,1970,44,kauffbo01,PF,2,
BUF,1970,5,longpa01,SG,3,
BUF,1970,25,lynnmi01,SF,1,
BUF,1970,22,maydo01,SF,2,
BUF,1970,4-27,sillimi01,SF,0,
BUF,1970,35,warneco01,C,0,
BUF,1970,33,wilsoge01,PF,6,
LAL,2014,17,linje01,PG,4,
LAL,2014,24,bryanko01,SG,18,
LAL,2014,10,nashst01,G,18,
LAL,2014,27,hilljo01,C,5,
LAL,2014,21,davised01,PF,4,
LAL,2014,50,sacrero01,C,2,
LAL,2014,0,youngni01,SG,7,
LAL,2014,11,johnswe01,SF,4,
LAL,2014,9,pricero01,PG,9,
LAL,2014,2,ellinwa01,SG,5,
LAL,2014,4,kellyry01,PF,1,
LAL,2014,30,randlju01,PF,0,
LAL,2014,5,boozeca01,PF,12,
LAL,2014,6,clarkjo01,PG,0,
LAL,2014,28,blackta01,C,0,
LAL,2013,6,bazemke01,SG,1,
LAL,2013,5,blakest01,PG,10,
LAL,2013,2,brookma01,SG,2,
LAL,2013,24,bryanko01,SG,17,
LAL,2013,1,farmajo01,PG,6,
LAL,2013,16,gasolpa01,C,12,
LAL,2013,2,harriel01,SF,0,
LAL,2013,3,harrima01,SG,2,
LAL,2013,7,henryxa01,SF,3,
LAL,2013,27,hilljo01,PF,4,
LAL,2013,11,johnswe01,SF,3,
LAL,2013,9,kamanch01,C,10,
LAL,2013,4,kellyry01,PF,0,
LAL,2013,12,marshke01,PG,1,
LAL,2013,20,meeksjo01,SG,4,
LAL,2013,10,nashst01,PG,17,
LAL,2013,50,sacrero01,C,1,
LAL,2013,3,willish03,PF,5,
LAL,2013,0,youngni01,SG,6,
LAL,2012,5,blakest01,PG,9,
LAL,2012,24,bryanko01,SG,16,
LAL,2012,6,clarkea01,PF,3,
LAL,2012,21,duhonch01,PG,8,
LAL,2012,3,ebankde01,SF,2,
LAL,2012,16,gasolpa01,PF,11,
LAL,2012,0,goudean01,SG,1,
LAL,2012,27,hilljo01,PF,3,
LAL,2012,12,howardw01,C,8,
LAL,2012,4,jamisan01,PF,14,
LAL,2012,7,johnsda03,SG,0,
LAL,2012,20,meeksjo01,SG,3,
LAL,2012,1,morrida01,PG,1,
LAL,2012,10,nashst01,PG,16,
LAL,2012,50,sacrero01,C,0,
LAL,2012,15,artesro01,SF,13,
LAL,2011,9,barnema02,SF,8,
LAL,2011,5,blakest01,PG,8,
LAL,2011,24,bryanko01,SG,15,
LAL,2011,17,bynuman01,C,6,
LAL,2011,3,ebankde01,SG,1,
LAL,2011,88,eyengch01,SF,1,
LAL,2011,2,fishede01,PG,15,
LAL,2011,16,gasolpa01,PF,10,
LAL,2011,0,goudean01,SG,0,
LAL,2011,27,hilljo01,C,2,
LAL,2011,28,kaponja01,SG,8,
LAL,2011,6,mcrobjo01,PF,4,
LAL,2011,1,morrida01,PG,0,
LAL,2011,14,murphtr01,PF,10,
LAL,2011,7,sessira01,PG,4,
LAL,2011,4,waltolu01,SF,8,
LAL,2011,15,artesro01,SF,12,
LAL,2010,9,barnema02,SF,7,
LAL,2010,5,blakest01,PG,7,
LAL,2010,12,brownsh01,SG,4,
LAL,2010,24,bryanko01,SG,14,
LAL,2010,17,bynuman01,C,5,
LAL,2010,45,caracde01,C,0,
LAL,2010,3,ebankde01,SG,0,
LAL,2010,2,fishede01,PG,14,
LAL,2010,16,gasolpa01,C,9,
LAL,2010,10,johnstr01,SG,1,
LAL,2010,7,odomla01,PF,11,
LAL,2010,50,ratlith01,C,15,
LAL,2010,1,smithjo02,PF,15,
LAL,2010,18,vujacsa01,SG,6,
LAL,2010,4,waltolu01,SF,7,
LAL,2010,15,artesro01,SF,11,
LAL,2009,12,brownsh01,SG,3,
LAL,2009,24,bryanko01,SG,13,
LAL,2009,17,bynuman01,C,4,
LAL,2009,1,farmajo01,PG,3,
LAL,2009,2,fishede01,PG,13,
LAL,2009,16,gasolpa01,C,8,
LAL,2009,28,mbengdj01,C,5,
LAL,2009,6,morriad01,SF,2,
LAL,2009,7,odomla01,PF,10,
LAL,2009,21,poweljo01,PF,4,
LAL,2009,18,vujacsa01,SG,5,
LAL,2009,4,waltolu01,SF,6,
LAL,2009,37,artesro01,SF,10,
LAL,2008,3,arizatr01,SF,4,
LAL,2008,12,brownsh01,SG,2,
LAL,2008,24,bryanko01,SG,12,
LAL,2008,17,bynuman01,C,3,
LAL,2008,5,farmajo01,PG,2,
LAL,2008,2,fishede01,PG,12,
LAL,2008,16,gasolpa01,C,7,
LAL,2008,28,mbengdj01,C,4,
