Team_id,Season,No,Player,Pos,Experience
PHO,2011,26,brownsh01,SG,5,
PHO,2011,1,childjo01,SF,5,
PHO,2011,3,dudleja01,SG,4,
PHO,2011,8,fryech01,PF,6,
PHO,2011,4,gortama01,C,4,
PHO,2011,33,hillgr01,SF,16,
PHO,2011,15,lopezro01,C,3,
PHO,2011,11,morrima02,PF,0,
PHO,2011,13,nashst01,PG,15,
PHO,2011,2,pricero01,PG,6,
PHO,2011,22,reddmi01,SG,11,
PHO,2011,31,telfase01,PG,7,
PHO,2011,21,warriha01,PF,6,
PHO,2010,30,barroea01,C,4,
PHO,2010,0,brookaa01,PG,3,
PHO,2010,25,cartevi01,SG,12,
PHO,2010,1,childjo01,SG,4,
PHO,2010,55,clarkea01,SF,1,
PHO,2010,22,dowdeza01,PG,0,
PHO,2010,2,dragigo01,PG,2,
PHO,2010,3,dudleja01,SF,3,
PHO,2010,8,fryech01,PF,5,
PHO,2010,4,gortama01,C,3,
PHO,2010,33,hillgr01,SF,15,
PHO,2010,31,lawalga01,PF,0,
PHO,2010,15,lopezro01,C,2,
PHO,2010,13,nashst01,PG,14,
PHO,2010,12,pietrmi01,SG,7,
PHO,2010,23,richaja01,SG,9,
PHO,2010,20,silerga01,C,0,
PHO,2010,19,turkohe01,PF,10,
PHO,2010,21,warriha01,PF,5,
PHO,2009,17,amundlo01,PF,3,
PHO,2009,10,barbole01,PG,6,
PHO,2009,55,clarkea01,PF,0,
PHO,2009,20,collija03,C,8,
PHO,2009,2,dragigo01,PG,1,
PHO,2009,3,dudleja01,SF,2,
PHO,2009,8,fryech01,C,4,
PHO,2009,32,griffta01,SF,0,
PHO,2009,33,hillgr01,SF,14,
PHO,2009,21,jonesdw02,PF,4,
PHO,2009,15,lopezro01,C,1,
PHO,2009,13,nashst01,PG,13,
PHO,2009,23,richaja01,SG,8,
PHO,2009,1,stoudam01,PF,7,
PHO,2009,29,tuckeal02,SF,2,
PHO,2008,17,amundlo01,PF,2,
PHO,2008,10,barbole01,SG,5,
PHO,2008,22,barnema02,PF,5,
PHO,2008,19,bellra01,SG,8,
PHO,2008,11,brownde03,PG,1,
PHO,2008,3,diawbo01,PF,5,
PHO,2008,2,dragigo01,PG,0,
PHO,2008,3,dudleja01,SF,1,
PHO,2008,33,hillgr01,SF,13,
PHO,2008,15,lopezro01,C,0,
PHO,2008,13,nashst01,PG,12,
PHO,2008,32,onealsh01,C,16,
PHO,2008,23,richaja01,SG,7,
PHO,2008,4,simsco01,C,1,
PHO,2008,14,singlse01,PG,0,
PHO,2008,1,stoudam01,PF,6,
PHO,2008,4,swiftst01,PF,8,
PHO,2008,29,tuckeal02,SG,1,
PHO,2007,2,banksma01,PG,4,
PHO,2007,10,barbole01,SG,4,
PHO,2007,19,bellra01,SG,7,
PHO,2007,3,diawbo01,PF,4,
PHO,2007,2,giricgo01,SG,5,
PHO,2007,33,hillgr01,SF,12,
PHO,2007,43,johnsli01,PF,4,
PHO,2007,31,mariosh01,PF,8,
PHO,2007,4,marksse01,C,7,
PHO,2007,13,nashst01,PG,11,
PHO,2007,32,onealsh01,C,15,
PHO,2007,52,piatker01,SF,13,
PHO,2007,54,skinnbr01,C,9,
PHO,2007,1,stoudam01,C,5,
PHO,2007,8,strawdj01,SG,0,
PHO,2007,29,tuckeal02,SF,0,
PHO,2006,2,banksma01,PG,3,
PHO,2006,10,barbole01,SG,3,
PHO,2006,19,bellra01,SG,6,
PHO,2006,11,burkepa01,C,2,
PHO,2006,3,diawbo01,PF,3,
PHO,2006,22,jonesja02,SF,3,
PHO,2006,20,jonesju01,SF,7,
PHO,2006,31,mariosh01,SF,7,
PHO,2006,4,marksse01,PF,6,
PHO,2006,13,nashst01,PG,10,
PHO,2006,52,piatker01,SG,12,
PHO,2006,8,roseja01,SF,12,
PHO,2006,1,stoudam01,C,4,
PHO,2006,40,thomaku01,C,11,
PHO,2005,10,barbole01,SG,2,
PHO,2005,12,barrean01,PG,1,
PHO,2005,19,bellra01,SG,5,
PHO,2005,11,burkepa01,C,1,
PHO,2005,15,davisjo02,PF,2,
PHO,2005,3,diawbo01,PF,2,
PHO,2005,23,fordsh02,PF,0,
PHO,2005,55,grantbr01,C,11,
PHO,2005,50,houseed01,PG,5,
PHO,2005,21,jacksji01,SF,13,
PHO,2005,22,jonesja02,SF,2,
PHO,2005,31,mariosh01,PF,6,
PHO,2005,13,nashst01,PG,9,
PHO,2005,32,stoudam01,C,3,
PHO,2005,40,thomaku01,C,10,
PHO,2005,2,thomati01,PF,8,
PHO,2005,1,thompdi01,SG,0,
PHO,2005,15,tskitni01,SF,3,
PHO,2004,10,barbole01,PG,1,
PHO,2004,11,cabarza01,PF,1,
PHO,2004,45,huntest01,C,3,
PHO,2004,21,jacksji01,SF,12,
PHO,2004,23,jacobca01,SF,2,
PHO,2004,2,johnsjo02,SF,3,
PHO,2004,30,lampema01,C,1,
PHO,2004,31,mariosh01,PF,5,
PHO,2004,0,mccarwa01,PF,8,
PHO,2004,13,nashst01,PG,8,
PHO,2004,46,outlabo01,PF,11,
PHO,2004,1,parkesm01,PG,1,
PHO,2004,3,richaqu01,SG,4,
PHO,2004,17,shirlpa01,PF,2,
PHO,2004,32,stoudam01,C,2,
PHO,2004,1,tabusyu01,PG,0,
PHO,2004,43,voskuja01,C,4,
PHO,2004,4,vromaja01,PF,0,
PHO,2003,21,archiro01,PF,1,
PHO,2003,10,barbole01,PG,0,
PHO,2003,11,cabarza01,PF,0,
PHO,2003,12,eisleho01,PG,9,
PHO,2003,24,guglito01,PF,11,
PHO,2003,1,hardaan01,SG,10,
PHO,2003,4,harvedo01,PF,3,
PHO,2003,23,jacobca01,SF,1,
PHO,2003,2,johnsjo02,SG,2,
PHO,2003,22,knighbr01,PG,6,
PHO,2003,30,lampema01,C,0,
PHO,2003,3,marbust01,PG,7,
PHO,2003,31,mariosh01,SF,4,
PHO,2003,14,mcdyean01,PF,7,
PHO,2003,32,stoudam01,PF,1,
PHO,2003,15,trybace01,C,1,
PHO,2003,43,voskuja01,C,3,
PHO,2003,55,whiteja01,C,5,
PHO,2003,47,willisc01,C,13,
PHO,2002,0,brownra02,PG,11,
PHO,2002,4,fordal02,PF,1,
PHO,2002,24,guglito01,PF,10,
PHO,2002,1,hardaan01,SG,9,
PHO,2002,23,jacobca01,SF,0,
PHO,2002,2,johnsjo02,SG,1,
PHO,2002,14,langhda01,SF,2,
PHO,2002,3,marbust01,PG,6,
PHO,2002,31,mariosh01,SF,3,
PHO,2002,45,outlabo01,C,9,
PHO,2002,32,stoudam01,PF,0,
PHO,2002,25,tsakaja01,C,2,
PHO,2002,43,voskuja01,C,2,
PHO,2002,47,willisc01,C,12,
PHO,2001,14,bellch01,SG,0,
PHO,2001,26,buechju01,SF,11,
PHO,2001,11,crispjo01,PG,0,
PHO,2001,15,delnevi01,PG,11,
PHO,2001,00,delkto01,SG,5,
PHO,2001,4,fordal02,PF,0,
PHO,2001,24,guglito01,PF,9,
PHO,2001,1,hardaan01,SG,8,
PHO,2001,2,johnsjo02,SG,0,
PHO,2001,9,majerda01,SG,13,
PHO,2001,3,marbust01,PG,5,
PHO,2001,31,mariosh01,SF,2,
PHO,2001,45,outlabo01,PF,8,
PHO,2001,10,palacmi01,SG,2,
PHO,2001,54,rogerro01,SF,8,
PHO,2001,55,santida01,C,1,
PHO,2001,25,tsakaja01,C,1,
PHO,2001,43,voskuja01,C,1,
PHO,2001,22,wallajo01,SF,5,
PHO,2000,40,blounco01,PF,7,
PHO,2000,8,delnevi01,PG,10,
PHO,2000,00,delkto01,SG,4,
PHO,2000,14,dudlech02,C,13,
PHO,2000,17,eliema01,SG,10,
PHO,2000,21,garceru01,PF,0,
PHO,2000,24,guglito01,PF,8,
PHO,2000,1,hardaan01,SG,7,
PHO,2000,32,kiddja01,PG,6,
PHO,2000,31,mariosh01,SF,1,
PHO,2000,23,mcphepa01,PG,0,
PHO,2000,2,perryel01,PG,8,
PHO,2000,30,robincl02,PF,11,
PHO,2000,54,rogerro01,SF,7,
PHO,2000,15,santida01,C,0,
PHO,2000,25,tsakaja01,C,0,
PHO,1999,12,baileto01,SG,1,
PHO,1999,40,blounco01,PF,6,
PHO,1999,3,chapmre01,SG,11,
PHO,1999,43,davisbe01,PF,3,
PHO,1999,11,dayto01,SG,6,
PHO,1999,24,guglito01,PF,7,
PHO,1999,1,hardaan01,SG,6,
PHO,1999,7,johnske02,PG,11,
PHO,1999,32,kiddja01,PG,5,
PHO,1999,2,livinra01,PG,3,
PHO,1999,13,longllu01,C,8,
PHO,1999,25,macledo01,PF,7,
PHO,1999,31,mariosh01,SF,0,
PHO,1999,8,milleol01,C,7,
PHO,1999,30,robincl02,SF,10,
PHO,1999,54,rogerro01,PF,6,
PHO,1999,41,westma01,C,16,
PHO,1998,12,baileto01,SG,0,
PHO,1998,4,brownge02,SG,0,
PHO,1998,3,chapmre01,SG,10,
PHO,1998,8,garripa01,PF,0,
PHO,1998,24,guglito01,PF,6,
PHO,1998,32,kiddja01,PG,4,
PHO,1998,35,kleinjo01,C,13,
PHO,1998,2,livinra01,PG,2,
PHO,1998,13,longllu01,C,7,
PHO,1998,15,mannida01,PF,10,
PHO,1998,21,mccloge01,SF,8,
PHO,1998,20,milicma01,SG,1,
PHO,1998,34,morrich01,SF,10,
PHO,1998,11,oliveji01,SG,4,
PHO,1998,2,respesh01,SG,3,
PHO,1998,30,robincl02,SF,9,
PHO,1998,19,simsal01,SG,0,
PHO,1997,2,bryanma01,C,9,
PHO,1997,1,cebalce01,SF,7,
PHO,1997,3,chapmre01,SG,9,
PHO,1997,7,johnske02,PG,10,
PHO,1997,32,kiddja01,PG,3,
PHO,1997,17,llamaho01,C,1,
PHO,1997,15,mannida01,PF,9,
PHO,1997,21,mccloge01,SF,7,
PHO,1997,34,mcdyean01,PF,2,
PHO,1997,20,milicma01,SF,0,
PHO,1997,13,nashst01,PG,1,
PHO,1997,30,robincl02,SF,8,
PHO,1997,4,scottde01,SF,7,
PHO,1997,4,thompbr01,PG,3,
PHO,1997,18,williho01,C,11,
PHO,1996,10,boneyde01,SG,0,
PHO,1996,52,brownch01,SF,7,
PHO,1996,45,brownmi01,C,10,
PHO,1996,2,bryanma01,PF,8,
PHO,1996,10,cassesa01,PG,3,
PHO,1996,1,cebalce01,SF,6,
PHO,1996,3,chapmre01,SG,8,
PHO,1996,43,davisbe01,PF,0,
PHO,1996,27,dumasto01,SG,2,
PHO,1996,4,finlemi01,SF,1,
PHO,1996,45,greenac01,PF,11,
PHO,1996,25,horryro01,SF,4,
PHO,1996,7,johnske02,PG,9,
PHO,1996,32,kiddja01,PG,2,
PHO,1996,35,kleinjo01,C,11,
PHO,1996,17,llamaho01,C,0,
PHO,1996,15,mannida01,PF,8,
PHO,1996,40,meyerlo01,PF,1,
PHO,1996,13,nashst01,PG,0,
PHO,1996,11,persowe01,SG,2,
PHO,1996,20,robinru01,PG,5,
PHO,1996,23,tisdawa01,PF,11,
PHO,1996,18,williho01,C,10,
PHO,1995,34,barklch01,PF,11,
PHO,1995,8,bennema01,SF,0,
PHO,1995,43,carrch01,SG,0,
PHO,1995,40,cokerjo01,C,0,
PHO,1995,4,finlemi01,SF,0,
PHO,1995,45,greenac01,SF,10,
PHO,1995,7,johnske02,PG,8,
PHO,1995,35,kleinjo01,C,10,
PHO,1995,15,mannida01,PF,7,
PHO,1995,2,perryel01,PG,3,
PHO,1995,,persowe01,SG,1,
PHO,1995,14,renchte01,PG,0,
PHO,1995,51,ruscost01,PF,0,
PHO,1995,14,smithto02,SG,5,
PHO,1995,23,tisdawa01,PF,10,
PHO,1995,18,williho01,C,9,
PHO,1995,10,woodda01,PF,5,
PHO,1994,22,aingeda01,SG,13,
PHO,1994,34,barklch01,PF,10,
PHO,1994,12,dumasri02,SF,1,
PHO,1994,45,greenac01,SF,9,
PHO,1994,7,johnske02,PG,7,
PHO,1994,35,kleinjo01,C,9,
PHO,1994,21,langan02,SF,0,
PHO,1994,9,majerda01,SF,6,
PHO,1994,15,mannida01,PF,6,
PHO,1994,2,perryel01,PG,2,
PHO,1994,11,persowe01,SG,0,
PHO,1994,8,ruffitr01,PG,0,
PHO,1994,24,schayda01,C,13,
PHO,1994,4,swinsaa01,SF,0,
PHO,1994,23,tisdawa01,PF,9,
PHO,1993,22,aingeda01,SG,12,
PHO,1993,34,barklch01,PF,9,
PHO,1993,23,cebalce01,SF,3,
PHO,1993,10,coopedu01,PG,1,
PHO,1993,40,courtjo01,PF,1,
PHO,1993,45,greenac01,PF,8,
PHO,1993,4,henrysk01,SG,0,
PHO,1993,3,johnsfr01,PG,9,
PHO,1993,7,johnske02,PG,6,
PHO,1993,35,kleinjo01,C,8,
PHO,1993,32,knighne01,PG,3,
PHO,1993,27,mackema01,C,0,
PHO,1993,9,majerda01,SG,5,
PHO,1993,25,milleol01,C,1,
PHO,1993,0,mustaje01,PF,3,
PHO,1993,2,perryel01,PG,1,
PHO,1993,41,westma01,C,10,
PHO,1992,22,aingeda01,SG,11,
PHO,1992,34,barklch01,PF,8,
PHO,1992,23,cebalce01,SF,2,
PHO,1992,24,chambto01,PF,11,
PHO,1992,21,dumasri02,SF,0,
PHO,1992,3,johnsfr01,PG,8,
PHO,1992,7,johnske02,PG,5,
PHO,1992,8,kemptti01,PF,3,
PHO,1992,32,knighne01,PG,2,
PHO,1992,9,majerda01,SG,4,
PHO,1992,25,milleol01,C,0,
PHO,1992,0,mustaje01,PF,2,
PHO,1992,31,rambiku01,PF,11,
PHO,1992,11,stivral01,PF,1,
PHO,1992,41,westma01,C,9,
PHO,1991,15,burttst01,SG,2,
PHO,1991,23,cebalce01,SF,1,
PHO,1991,24,chambto01,PF,10,
PHO,1991,14,hornaje01,SG,5,
PHO,1991,7,johnske02,PG,4,
PHO,1991,32,knighne01,PG,1,
PHO,1991,28,langan01,C,3,
PHO,1991,9,majerda01,SF,3,
PHO,1991,0,mustaje01,PF,1,
PHO,1991,45,nealyed01,PF,8,
PHO,1991,34,perryti01,PF,3,
PHO,1991,31,rambiku01,PF,10,
PHO,1991,41,westma01,C,8,
PHO,1990,3,battlke01,SG,1,
PHO,1990,2,carrojo01,C,9,
PHO,1990,23,cebalce01,SF,0,
PHO,1990,24,chambto01,PF,9,
PHO,1990,14,hornaje01,SG,4,
PHO,1990,8,johnsed03,SG,9,
PHO,1990,7,johnske02,PG,3,
PHO,1990,32,knighne01,PG,0,
PHO,1990,28,langan01,C,2,
PHO,1990,51,lockhia01,SF,0,
PHO,1990,9,majerda01,SF,2,
PHO,1990,35,mcdanxa01,SF,5,
PHO,1990,45,nealyed01,PF,7,
PHO,1990,34,perryti01,C,2,
PHO,1990,31,rambiku01,PF,9,
PHO,1990,41,westma01,C,7,
PHO,1989,3,battlke01,SG,0,
PHO,1989,24,chambto01,PF,8,
PHO,1989,35,gilliar01,PF,2,
PHO,1989,10,grantgr01,PG,0,
PHO,1989,14,hornaje01,SG,3,
PHO,1989,8,johnsed03,SF,8,
PHO,1989,7,johnske02,PG,2,
PHO,1989,28,langan01,C,1,
PHO,1989,23,legleti01,SG,0,
PHO,1989,9,majerda01,SG,1,
PHO,1989,40,mcgeemi01,SF,8,
PHO,1989,32,morrimi01,SG,0,
PHO,1989,34,perryti01,C,1,
PHO,1989,31,rambiku01,PF,8,
PHO,1989,41,westma01,C,6,
PHO,1989,21,willimi02,PG,1,
PHO,1988,24,chambto01,PF,7,
PHO,1988,23,corbity01,SF,3,
PHO,1988,12,critewi01,SF,1,
PHO,1988,43,davisma01,SF,0,
PHO,1988,25,dunntr01,SG,11,
PHO,1988,44,gattike01,PF,1,
PHO,1988,35,gilliar01,PF,1,
PHO,1988,25,hodgecr01,SG,6,
PHO,1988,14,hornaje01,SG,2,
PHO,1988,8,johnsed03,SF,7,
PHO,1988,7,johnske02,PG,1,
PHO,1988,4,kerrst01,PG,0,
PHO,1988,28,langan01,C,0,
PHO,1988,9,majerda01,SG,0,
PHO,1988,45,nealyed01,PF,5,
PHO,1988,34,perryti01,C,0,
PHO,1988,41,westma01,C,5,
PHO,1987,33,adamsal01,C,12,
PHO,1987,2,baileja01,PF,8,
PHO,1987,45,cookje01,PF,7,
PHO,1987,23,corbity01,SF,2,
PHO,1987,12,critewi01,SF,0,
PHO,1987,6,daviswa03,SF,10,
PHO,1987,53,edwarja01,C,10,
PHO,1987,35,gilliar01,PF,0,
PHO,1987,25,hodgecr01,SG,5,
PHO,1987,14,hornaje01,SG,1,
PHO,1987,24,humphja01,PG,3,
PHO,1987,8,johnsed03,SF,6,
PHO,1987,11,johnske02,PG,0,
PHO,1987,26,martibi01,SF,2,
PHO,1987,53,moorero01,C,0,
PHO,1987,22,nancela01,PF,6,
PHO,1987,11,sandemi01,SF,5,
PHO,1987,,thompbe01,SF,3,
PHO,1987,41,westma01,C,4,
PHO,1986,33,adamsal01,C,11,
PHO,1986,12,addisra01,SF,0,
PHO,1986,50,bedfowi01,C,0,
PHO,1986,6,daviswa03,SG,9,
PHO,1986,53,edwarja01,C,9,
PHO,1986,44,gattike01,PF,0,
PHO,1986,3,gondrgr01,SG,0,
PHO,1986,14,hornaje01,SG,0,
PHO,1986,24,humphja01,PG,2,
PHO,1986,22,nancela01,PF,5,
PHO,1986,54,pincked01,SF,1,
PHO,1986,11,sandemi01,SF,4,
PHO,1986,7,thompbe01,SF,2,
PHO,1986,30,vanosni01,C,1,
PHO,1985,33,adamsal01,C,10,
PHO,1985,6,daviswa03,SG,8,
PHO,1985,17,durrade01,SF,1,
PHO,1985,53,edwarja01,C,8,
PHO,1985,10,fostero01,PG,2,
PHO,1985,16,gloucge01,PF,0,
PHO,1985,15,holtomi01,SG,1,
PHO,1985,24,humphja01,PG,1,
PHO,1985,34,jonesch02,PF,1,
PHO,1985,22,nancela01,PF,4,
PHO,1985,54,pincked01,SF,0,
PHO,1985,32,pittmch01,PF,3,
PHO,1985,8,robeyri01,C,7,
PHO,1985,11,sandemi01,SF,3,
PHO,1985,7,thompbe01,SG,1,
PHO,1985,15,toneyse01,PG,0,
PHO,1985,30,vanosni01,C,0,
PHO,1984,33,adamsal01,PF,9,
PHO,1984,6,daviswa03,SG,7,
PHO,1984,53,edwarja01,C,7,
PHO,1984,10,fostero01,PG,1,
PHO,1984,15,holtomi01,SG,0,
PHO,1984,24,humphja01,SG,0,
PHO,1984,34,jonesch02,C,0,
PHO,1984,20,lucasma01,PF,10,
PHO,1984,4,macyky01,PG,4,
PHO,1984,22,nancela01,PF,3,
PHO,1984,32,pittmch01,SF,2,
PHO,1984,8,robeyri01,C,6,
PHO,1984,11,sandemi01,SF,2,
PHO,1984,14,scottal01,SF,7,
PHO,1984,43,youngmi01,SF,0,
PHO,1983,33,adamsal01,C,8,
PHO,1983,6,daviswa03,SG,6,
PHO,1983,53,edwarja01,C,6,
PHO,1983,10,fostero01,PG,0,
PHO,1983,11,highjo01,PG,3,
PHO,1983,20,lucasma01,PF,9,
PHO,1983,4,macyky01,PG,3,
PHO,1983,22,nancela01,PF,2,
PHO,1983,32,pittmch01,PF,1,
PHO,1983,8,robeyri01,C,5,
PHO,1983,7,sandemi01,SF,1,
PHO,1983,14,scottal01,SF,6,
PHO,1983,44,westppa01,SG,11,
PHO,1983,7,whitero01,SF,1,
PHO,1982,33,adamsal01,C,7,
PHO,1982,45,cookje01,PF,3,
PHO,1982,6,daviswa03,SG,5,
PHO,1982,53,edwarja01,C,5,
PHO,1982,11,highjo01,SG,2,
PHO,1982,24,johnsde01,PG,6,
PHO,1982,50,kramejo01,C,4,
PHO,1982,20,lucasma01,PF,8,
PHO,1982,4,macyky01,PG,2,
PHO,1982,22,nancela01,PF,1,
PHO,1982,32,pittmch01,PF,0,
PHO,1982,14,scottal01,SF,5,
PHO,1982,40,thirdda01,SF,0,
PHO,1982,7,whitero01,SF,0,
PHO,1981,33,adamsal01,C,6,
PHO,1981,7,bradldu01,SG,2,
PHO,1981,45,cookje01,PF,2,
PHO,1981,6,daviswa03,SF,4,
PHO,1981,35,dykemcr01,SF,0,
PHO,1981,24,johnsde01,SG,5,
PHO,1981,53,kelleri01,C,6,
PHO,1981,50,kramejo01,PF,3,
PHO,1981,4,macyky01,PG,1,
PHO,1981,8,mcculjo01,SG,0,
PHO,1981,22,nancela01,PF,0,
PHO,1981,21,robintr01,PF,7,
PHO,1981,14,scottal01,SF,4,
PHO,1980,33,adamsal01,C,5,
PHO,1980,45,cookje01,SF,1,
PHO,1980,6,daviswa03,SG,3,
PHO,1980,22,highjo01,PG,1,
PHO,1980,24,johnsde01,PG,4,
PHO,1980,53,kelleri01,C,5,
PHO,1980,50,kramejo01,PF,2,
PHO,1980,4,macyky01,PG,0,
PHO,1980,40,nilesmi01,SF,0,
PHO,1980,21,robintr01,PF,6,
PHO,1980,14,scottal01,SF,3,
PHO,1979,33,adamsal01,C,4,
PHO,1979,23,bratzmi01,PG,2,
PHO,1979,10,busedo01,PG,7,
PHO,1979,45,cookje01,PF,0,
PHO,1979,6,daviswa03,SF,2,
PHO,1979,24,heardga01,PF,9,
PHO,1979,12-22,highjo01,PG,0,
PHO,1979,53,kelleri01,C,4,
PHO,1979,50,kramejo01,C,1,
PHO,1979,21,robintr01,PF,5,
PHO,1979,14,scottal01,SF,2,
PHO,1979,44,westppa01,SG,7,
PHO,1978,33,adamsal01,C,3,
PHO,1978,23,bratzmi01,PG,1,
PHO,1978,10,busedo01,PG,6,
PHO,1978,45,byrnema01,SF,0,
PHO,1978,6,daviswa03,SF,1,
PHO,1978,35,forreba01,C,1,
PHO,1978,24,heardga01,PF,8,
PHO,1978,50,kramejo01,PF,0,
PHO,1978,30,leero01,PG,2,
PHO,1978,12,mcclate01,SG,7,
PHO,1978,21,robintr01,PF,4,
PHO,1978,14,scottal01,SF,1,
PHO,1978,44,westppa01,SG,6,
PHO,1977,33,adamsal01,C,2,
PHO,1977,21,awtrede01,C,7,
PHO,1977,23,bratzmi01,PG,0,
PHO,1977,10,busedo01,PG,5,
PHO,1977,6,daviswa03,SF,0,
PHO,1977,35,forreba01,C,0,
PHO,1977,25,griffgr01,SF,0,
PHO,1977,24,heardga01,PF,7,
PHO,1977,30,leero01,PG,1,
PHO,1977,18,perrycu01,PF,7,
PHO,1977,14,scottal01,SF,0,
PHO,1977,44,westppa01,SG,5,
PHO,1976,33,adamsal01,C,1,
PHO,1976,21,awtrede01,C,6,
PHO,1976,14,erickke01,SF,11,
PHO,1976,7,feherbu01,SG,0,
PHO,1976,24,heardga01,PF,6,
PHO,1976,30,leero01,PG,0,
PHO,1976,18,perrycu01,PF,6,
PHO,1976,54,schluda01,C,8,
PHO,1976,40,soberri01,SG,1,
PHO,1976,32,terreir01,SF,0,
PHO,1976,5,vanardi01,SG,11,
PHO,1976,4,vanarto01,SF,11,
PHO,1976,44,westppa01,PG,4,
PHO,1975,33,adamsal01,C,0,
PHO,1975,21,awtrede01,C,5,
PHO,1975,40,bantomi01,SF,2,
PHO,1975,14,erickke01,SF,10,
PHO,1975,32,hawthna01,SG,2,
PHO,1975,24,heardga01,PF,5,
PHO,1975,10,lumpkph01,PG,1,
PHO,1975,18,perrycu01,PF,5,
PHO,1975,12,rileypa01,SG,8,
PHO,1975,30,saundfr01,SF,1,
PHO,1975,34,shumajo01,PF,0,
PHO,1975,4-40,soberri01,SG,0,
PHO,1975,5,vanardi01,SG,10,
PHO,1975,44,westppa01,PG,3,
PHO,1975,25,wetzejo01,SG,6,
PHO,1974,21,awtrede01,C,4,
PHO,1974,40,bantomi01,SF,1,
PHO,1974,20,calhoco01,SF,2,
PHO,1974,14,erickke01,SF,9,
PHO,1974,32,hawthna01,SG,1,
PHO,1974,24,jacksgr01,SG,0,
PHO,1974,25,melchga01,SG,1,
PHO,1974,45,owensji01,SF,1,
PHO,1974,18,perrycu01,PF,4,
PHO,1974,30,saundfr01,SF,0,
PHO,1974,33,scottch01,PG,4,
PHO,1974,5,vanardi01,SG,9,
PHO,1974,55,williea01,C,0,
PHO,1973,40,bantomi01,PF,0,
PHO,1973,20,calhoco01,SF,1,
PHO,1973,24,chambbi01,SF,1,
PHO,1973,31,chrisbo01,C,4,
PHO,1973,14,erickke01,SF,8,
PHO,1973,16,greenla01,PF,4,
PHO,1973,11,haskicl01,SG,6,
PHO,1973,42,hawkico01,SF,6,
PHO,1973,25,melchga01,PG,0,
PHO,1973,45,owensji01,SF,0,
PHO,1973,24,reavejo01,SF,0,
PHO,1973,33,scottch01,PG,3,
PHO,1973,5,vanardi01,SG,8,
PHO,1973,41,walkne01,C,4,
PHO,1972,20,calhoco01,SF,0,
PHO,1972,14,englisc01,SF,0,
PHO,1972,16,greenla01,PF,3,
PHO,1972,11,haskicl01,SG,5,
PHO,1972,42,hawkico01,SF,5,
PHO,1972,13,johnsgu01,PF,9,
PHO,1972,1,laytomo01,SG,1,
PHO,1972,33,scottch01,PG,2,
PHO,1972,23,stovapa01,SF,0,
PHO,1972,5,vanardi01,SG,7,
PHO,1972,41,walkne01,C,3,
PHO,1972,31,weslewa01,C,6,
PHO,1971,31,countme01,C,7,
PHO,1971,16,greenla01,PF,2,
PHO,1971,23,harriar01,SG,3,
PHO,1971,11,haskicl01,PG,4,
PHO,1971,42,hawkico01,SF,4,
PHO,1971,1,laytomo01,PG,0,
PHO,1971,34,mooreot01,C,3,
PHO,1971,33,scottch01,PG,1,
PHO,1971,29,silaspa01,PF,7,
PHO,1971,10,taylofr01,SG,1,
PHO,1971,5,vanardi01,SG,6,
PHO,1971,41,walkne01,C,2,
PHO,1971,10,webbje01,SG,1,
PHO,1971,25,wetzejo01,SG,2,
PHO,1970,31,countme01,C,6,
PHO,1970,16,greenla01,PF,1,
PHO,1970,23,harriar01,PG,2,
PHO,1970,11,haskicl01,PG,3,
PHO,1970,42,hawkico01,SF,3,
PHO,1970,44,howargr01,PF,0,
PHO,1970,29,silaspa01,PF,6,
PHO,1970,10,taylofr01,SG,0,
PHO,1970,40,thomajo01,SF,0,
PHO,1970,5,vanardi01,SG,5,
PHO,1970,41,walkne01,C,1,
PHO,1970,25,wetzejo01,SG,1,
PHO,1969,44,chambje01,SF,1,
PHO,1969,31,foxji01,C,2,
PHO,1969,25,goodrga01,PG,4,
PHO,1969,16,greenla01,PF,0,
PHO,1969,23,harriar01,SG,1,
PHO,1969,42,hawkico01,SF,2,
PHO,1969,11,johnsne02,PF,3,
PHO,1969,40,mckenst01,SF,2,
PHO,1969,29,silaspa01,PF,5,
PHO,1969,10,snydedi01,G-F,3,
PHO,1969,5,vanardi01,SG,4,
PHO,1969,41,walkne01,C,0,
PHO,1968,12,biedeed01,G,0,
PHO,1968,31,foxji01,C,1,
PHO,1968,25,goodrga01,PG,3,
PHO,1968,44,gregoga01,PF,0,
PHO,1968,11,johnsne02,PF,2,
PHO,1968,23,knowlro01,F-C,0,
PHO,1968,43,lattida01,PF,1,
PHO,1968,40,mckenst01,SF,1,
PHO,1968,34,mclemmc01,SF,4,
PHO,1968,10,snydedi01,SF,2,
PHO,1968,5,vanardi01,SG,3,
PHO,1968,23,warlibo01,SG,3,
PHO,1968,21,wilsoge01,C,4,
POR,2014,41,robinth01,PF,2,
POR,2014,25,blakest01,PG,11,
POR,2014,42,lopezro01,C,6,
POR,2014,12,aldrila01,PF,8,
POR,2014,88,batumni01,SF,6,
POR,2014,2,matthwe02,SG,5,
POR,2014,0,lillada01,PG,2,
POR,2014,19,freeljo01,C,2,
POR,2014,11,leoname01,C,2,
POR,2014,18,clavevi01,SF,2,
POR,2014,5,bartowi01,SG,2,
POR,2014,3,mccolcj01,SG,1,
POR,2014,23,crabbal01,SG,1,
POR,2014,1,wrighdo01,SF,10,
POR,2014,35,kamanch01,C,11,
POR,2013,12,aldrila01,PF,7,
