PlayerID,Season,Team,Lg,Salary
mmarbust01,1997,Minnesota Timberwolves,NBA,2266320
mmarbust01,1998,New Jersey Nets,NBA,2562000
mmarbust01,1999,New Jersey Nets,NBA,9000000
mmarbust01,2000,New Jersey Nets,NBA,10130000
mmarbust01,2001,Phoenix Suns,NBA,11250000
mmarbust01,2002,Phoenix Suns,NBA,12375000
mmarbust01,2003,Phoenix Suns,NBA,13500000
mmarbust01,2004,New York Knicks,NBA,14625000
mmarbust01,2005,New York Knicks,NBA,16453125
mmarbust01,2006,New York Knicks,NBA,17184375
mmarbust01,2007,New York Knicks,NBA,19012500
mmarbust01,2008,New York Knicks,NBA,20840625
mmarcisa01,1990,Golden State Warriors,NBA,1270000
mmarcisa01,1991,Golden State Warriors,NBA,1267000
mmarcisa01,1992,Golden State Warriors,NBA,1500000
mmarcisa01,1993,Golden State Warriors,NBA,1900000
mmarcisa01,1994,Seattle SuperSonics,NBA,2100000
mmarcisa01,1995,Sacramento Kings,NBA,2400000
mmarcisa01,1996,Denver Nuggets,NBA,2500000
mmariosh01,1999,Phoenix Suns,NBA,1546320
mmariosh01,2000,Phoenix Suns,NBA,1662240
mmariosh01,2001,Phoenix Suns,NBA,1778160
mmariosh01,2002,Phoenix Suns,NBA,2265375
mmariosh01,2003,Phoenix Suns,NBA,10960000
mmariosh01,2004,Phoenix Suns,NBA,12330000
mmariosh01,2005,Phoenix Suns,NBA,13700000
mmariosh01,2006,Phoenix Suns,NBA,15070000
mmariosh01,2007,Miami Heat,NBA,16440000
mmariosh01,2008,Toronto Raptors,NBA,17810000
mmariosh01,2009,Dallas Mavericks,NBA,6635068
mmariosh01,2010,Dallas Mavericks,NBA,7305500
mmariosh01,2011,Dallas Mavericks,NBA,8022449
mmariosh01,2012,Dallas Mavericks,NBA,8646364
mmariosh01,2013,Dallas Mavericks,NBA,9316796
mmariosh01,2014,Cleveland Cavaliers,NBA,1448490
mmarkoda01,2006,Milwaukee Bucks,NBA,412718
mmarksse01,1998,Toronto Raptors,NBA,287500
mmarksse01,1999,Toronto Raptors,NBA,385000
mmarksse01,2001,Miami Heat,NBA,565850
mmarksse01,2002,Miami Heat,NBA,612435
mmarksse01,2003,San Antonio Spurs,NBA,596295
mmarksse01,2004,San Antonio Spurs,NBA,745046
mmarksse01,2005,San Antonio Spurs,NBA,835810
mmarksse01,2006,Phoenix Suns,NBA,932015
mmarksse01,2007,Phoenix Suns,NBA,1033930
mmarksse01,2008,New Orleans Hornets,NBA,1141838
mmarksse01,2009,New Orleans Hornets,NBA,1187686
mmarksse01,2010,Charlotte Bobcats,NBA,1264687
mmarshdo02,1995,Cleveland Cavaliers,NBA,200000
mmarshdo02,1996,Cleveland Cavaliers,NBA,450000
mmarshdo02,1997,Cleveland Cavaliers,NBA,540000
mmarshdo01,1994,Minnesota Timberwolves,NBA,2100000
mmarshdo01,1995,Golden State Warriors,NBA,2730000
mmarshdo01,1996,Golden State Warriors,NBA,3360000
mmarshdo01,1997,Golden State Warriors,NBA,3990000
mmarshdo01,1998,Golden State Warriors,NBA,4370000
mmarshdo01,1999,Golden State Warriors,NBA,5250000
mmarshdo01,2000,Utah Jazz,NBA,5630000
mmarshdo01,2001,Utah Jazz,NBA,6510000
mmarshdo01,2002,Chicago Bulls,NBA,4186542
mmarshdo01,2002,Utah Jazz,NBA,1000000
mmarshdo01,2003,Toronto Raptors,NBA,4605196
mmarshdo01,2004,Toronto Raptors,NBA,5023850
mmarshdo01,2005,Cleveland Cavaliers,NBA,4799108
mmarshdo01,2006,Cleveland Cavaliers,NBA,5633037
mmarshdo01,2007,Seattle SuperSonics,NBA,6016965
mmarshdo01,2008,Oklahoma City Thunder,NBA,5950894
mmarshdo01,2008,Philadelphia 76ers,NBA,1262275
mmarshke01,2012,Phoenix Suns,NBA,1919160
mmarshke01,2013,Phoenix Suns,NBA,2005560
mmarshra01,2005,Dallas Mavericks,NBA,398762
mmarshra01,2006,Indiana Pacers,NBA,664209
mmartibi01,1985,Indiana Pacers,NBA,150000
mmartibo01,1994,Los Angeles Clippers,NBA,250000
mmartica01,2008,Charlotte Bobcats,NBA,200252
mmartica01,2009,Golden State Warriors,NBA,86638
mmartica01,2010,Washington Wizards,NBA,854389
mmartica01,2012,Washington Wizards,NBA,915852
mmartica01,2014,Detroit Pistons,NBA,1145685
mmartida01,1995,Vancouver Grizzlies,NBA,425000
mmartida01,1996,Los Angeles Clippers,NBA,375000
mmartida01,1997,Los Angeles Clippers,NBA,431250
mmartida01,1999,Sacramento Kings,NBA,572500
mmartida01,2000,Sacramento Kings,NBA,673500
mmartida01,2001,Dallas Mavericks,NBA,778350
mmartida01,2005,Toronto Raptors,NBA,946646
mmartida01,2006,Toronto Raptors,NBA,1178348
mmartida01,2007,Toronto Raptors,NBA,1219590
mmartije01,1990,Los Angeles Clippers,NBA,210000
mmartike01,2000,New Jersey Nets,NBA,3536640
mmartike01,2001,New Jersey Nets,NBA,3801960
mmartike01,2002,New Jersey Nets,NBA,4067160
mmartike01,2003,New Jersey Nets,NBA,5128689
mmartike01,2004,Denver Nuggets,NBA,9454546
mmartike01,2005,Denver Nuggets,NBA,10636364
mmartike01,2006,Denver Nuggets,NBA,12068182
mmartike01,2007,Denver Nuggets,NBA,13250000
mmartike01,2008,Denver Nuggets,NBA,14431816
mmartike01,2009,Denver Nuggets,NBA,15363636
mmartike01,2010,Denver Nuggets,NBA,16545454
mmartike01,2011,Los Angeles Clippers,NBA,2500000
mmartike01,2012,New York Knicks,NBA,437470
mmartike01,2013,New York Knicks,NBA,1399507
mmartike01,2014,Milwaukee Bucks,NBA,414551
mmartike02,2004,Sacramento Kings,NBA,872040
mmartike02,2005,Sacramento Kings,NBA,937440
mmartike02,2006,Sacramento Kings,NBA,1002840
mmartike02,2007,Sacramento Kings,NBA,1808121
mmartike02,2008,Sacramento Kings,NBA,8760335
mmartike02,2009,Houston Rockets,NBA,10180170
mmartike02,2010,Houston Rockets,NBA,11100005
mmartike02,2011,Houston Rockets,NBA,11519840
mmartike02,2012,Oklahoma City Thunder,NBA,12439675
mmartike02,2013,Minnesota Timberwolves,NBA,6500000
mmartike02,2014,Minnesota Timberwolves,NBA,6792500
mmartima01,1987,Denver Nuggets,NBA,225000
mmartima01,1988,Denver Nuggets,NBA,275000
mmashbja01,1993,Dallas Mavericks,NBA,2033000
mmashbja01,1994,Dallas Mavericks,NBA,2633300
mmashbja01,1995,Dallas Mavericks,NBA,3233000
mmashbja01,1996,Dallas Mavericks,NBA,3833000
mmashbja01,1997,Miami Heat,NBA,4433334
mmashbja01,1998,Miami Heat,NBA,5033000
mmashbja01,1999,Miami Heat,NBA,5600000
mmashbja01,2000,Charlotte Hornets,NBA,6200000
mmashbja01,2001,Charlotte Hornets,NBA,6975000
mmashbja01,2002,New Orleans Hornets,NBA,7750000
mmashbja01,2003,New Orleans Hornets,NBA,8525000
mmashbja01,2004,New Orleans Hornets,NBA,9300000
mmashbja01,2005,Philadelphia 76ers,NBA,10075000
mmasonan01,1991,New York Knicks,NBA,210000
mmasonan01,1992,New York Knicks,NBA,273000
mmasonan01,1993,New York Knicks,NBA,1100000
mmasonan01,1994,New York Knicks,NBA,1200000
mmasonan01,1995,New York Knicks,NBA,3472000
mmasonan01,1996,Charlotte Hornets,NBA,2777000
mmasonan01,1997,Charlotte Hornets,NBA,3471500
mmasonan01,1998,Charlotte Hornets,NBA,4165000
mmasonan01,1999,Charlotte Hornets,NBA,4860100
mmasonan01,2000,Miami Heat,NBA,5550000
mmasonan01,2001,Milwaukee Bucks,NBA,4538000
mmasonan01,2002,Milwaukee Bucks,NBA,4370819
mmasonan01,2003,Milwaukee Bucks,NBA,4348094
mmasonan01,2004,Milwaukee Bucks,NBA,4710435
mmasonde01,2000,Seattle SuperSonics,NBA,1074720
mmasonde01,2001,Seattle SuperSonics,NBA,1155240
mmasonde01,2002,Seattle SuperSonics,NBA,1235880
mmasonde01,2003,Milwaukee Bucks,NBA,1898312
mmasonde01,2004,Milwaukee Bucks,NBA,6529630
mmasonde01,2005,New Orleans/Oklahoma City Hornets,NBA,7333333
mmasonde01,2006,New Orleans/Oklahoma City Hornets,NBA,8037037
mmasonde01,2007,Milwaukee Bucks,NBA,5000000
mmasonde01,2008,Oklahoma City Thunder,NBA,5300000
mmasonde01,2009,Sacramento Kings,NBA,76850
mmasonro01,2002,Chicago Bulls,NBA,349458
mmasonro01,2003,Toronto Raptors,NBA,563679
mmasonro01,2004,Toronto Raptors,NBA,203428
mmasonro01,2006,Washington Wizards,NBA,744551
mmasonro01,2007,Washington Wizards,NBA,798328
mmasonro01,2008,San Antonio Spurs,NBA,3500000
mmasonro01,2009,San Antonio Spurs,NBA,3780000
mmasonro01,2010,New York Knicks,NBA,1400000
mmasonro01,2011,Washington Wizards,NBA,1146337
mmasonro01,2012,New Orleans Hornets,NBA,1223116
mmasseto01,1990,San Antonio Spurs,NBA,150000
mmasseto01,1991,San Antonio Spurs,NBA,200000
mmasseto01,1994,Los Angeles Clippers,NBA,422500
mmasseto01,1995,Toronto Raptors,NBA,550000
mmasseto01,1996,New Jersey Nets,NBA,247500
mmasseto01,1997,Vancouver Grizzlies,NBA,750000
mmasseto01,1998,Vancouver Grizzlies,NBA,900000
mmasseto01,1999,Houston Rockets,NBA,1150000
mmasseto01,2000,Vancouver Grizzlies,NBA,1360000
mmasseto01,2001,Memphis Grizzlies,NBA,1650000
mmasseto01,2002,Memphis Grizzlies,NBA,1800000
mmasseto01,2002,Utah Jazz,NBA,741098
mmasseto01,2003,Sacramento Kings,NBA,1070000
mmasseto01,2004,San Antonio Spurs,NBA,1100000
mmatthwe01,1985,San Antonio Spurs,NBA,85000
mmatthwe01,1987,Los Angeles Lakers,NBA,120000
mmatthwe02,2009,Utah Jazz,NBA,457588
mmatthwe02,2010,Portland Trail Blazers,NBA,5765000
mmatthwe02,2011,Portland Trail Blazers,NBA,6135160
mmatthwe02,2012,Portland Trail Blazers,NBA,6505320
mmatthwe02,2013,Portland Trail Blazers,NBA,6875480
mmatthwe02,2014,Portland Trail Blazers,NBA,7245640
mmaxeyma01,1992,Minnesota Timberwolves,NBA,325000
mmaxeyma01,1993,Minnesota Timberwolves,NBA,375000
mmaxeyma01,1994,Minnesota Timberwolves,NBA,275000
mmaxieja01,2005,Detroit Pistons,NBA,905640
mmaxieja01,2006,Detroit Pistons,NBA,973440
mmaxieja01,2007,Detroit Pistons,NBA,1041360
mmaxieja01,2008,Detroit Pistons,NBA,1877572
mmaxieja01,2009,Detroit Pistons,NBA,5000000
mmaxieja01,2010,Detroit Pistons,NBA,5000000
mmaxieja01,2011,Detroit Pistons,NBA,5000000
mmaxieja01,2012,Detroit Pistons,NBA,5000000
mmaxieja01,2013,Orlando Magic,NBA,2500000
mmaxieja01,2014,Charlotte Hornets,NBA,1316809
mmaxwece01,1985,Los Angeles Clippers,NBA,505000
mmaxwece01,1987,Houston Rockets,NBA,551000
mmaxweve01,1988,San Antonio Spurs,NBA,100000
mmaxweve01,1990,Houston Rockets,NBA,250000
mmaxweve01,1991,Houston Rockets,NBA,325000
mmaxweve01,1992,Houston Rockets,NBA,1542000
mmaxweve01,1993,Houston Rockets,NBA,1424000
mmaxweve01,1994,Houston Rockets,NBA,1833000
mmaxweve01,1995,Philadelphia 76ers,NBA,1000000
mmaxweve01,1996,San Antonio Spurs,NBA,1000000
mmaxweve01,1998,Sacramento Kings,NBA,1000000
mmaxweve01,1999,Seattle SuperSonics,NBA,1430000
mmaxweve01,2000,New York Knicks,NBA,1570000
mmaxweve01,2000,Philadelphia 76ers,NBA,1000000
mmaxweve01,2001,New York Knicks,NBA,473000
mmayse01,2005,Charlotte Bobcats,NBA,1619280
mmayse01,2006,Charlotte Bobcats,NBA,1740720
mmayse01,2007,Charlotte Bobcats,NBA,1862160
mmayse01,2008,Charlotte Bobcats,NBA,2661027
mmayse01,2009,Sacramento Kings,NBA,884881
mmaybele01,1992,Milwaukee Bucks,NBA,520000
mmaybele01,1993,Milwaukee Bucks,NBA,670000
mmaybele01,1994,Milwaukee Bucks,NBA,820000
mmaybele01,1995,Milwaukee Bucks,NBA,965000
mmaybele01,1996,Vancouver Grizzlies,NBA,1100000
mmaybele01,1997,Vancouver Grizzlies,NBA,1320000
mmaybele01,1998,Vancouver Grizzlies,NBA,1540000
mmayesth01,1991,Philadelphia 76ers,NBA,130000
mmaynoer01,2009,Oklahoma City Thunder,NBA,1318920
mmaynoer01,2010,Oklahoma City Thunder,NBA,1417800
mmaynoer01,2011,Oklahoma City Thunder,NBA,1516680
mmaynoer01,2012,Portland Trail Blazers,NBA,2338721
mmaynoer01,2013,Washington Wizards,NBA,2016000
mmaynoer01,2014,Philadelphia 76ers,NBA,2106720
mmayooj01,2008,Memphis Grizzlies,NBA,3875040
mmayooj01,2009,Memphis Grizzlies,NBA,4165560
mmayooj01,2010,Memphis Grizzlies,NBA,4456200
mmayooj01,2011,Memphis Grizzlies,NBA,5632637
mmayooj01,2012,Dallas Mavericks,NBA,4020000
mmayooj01,2013,Milwaukee Bucks,NBA,8000000
mmayooj01,2014,Milwaukee Bucks,NBA,8000000
mmaystr01,1990,Sacramento Kings,NBA,800000
mmaystr01,1991,Atlanta Hawks,NBA,1000000
mmaystr01,1992,Atlanta Hawks,NBA,1200000
mmbahalu01,2008,Milwaukee Bucks,NBA,757000
mmbahalu01,2009,Milwaukee Bucks,NBA,736420
mmbahalu01,2010,Milwaukee Bucks,NBA,854389
mmbahalu01,2011,Milwaukee Bucks,NBA,5000000
mmbahalu01,2012,Milwaukee Bucks,NBA,4795192
mmbahalu01,2013,Sacramento Kings,NBA,4588384
mmbahalu01,2014,Philadelphia 76ers,NBA,4382576
mmcadoja01,2014,Golden State Warriors,NBA,59686
mmccalra01,2014,Sacramento Kings,NBA,816482
mmccanbo01,1991,Detroit Pistons,NBA,130000
mmccanbo01,1992,Minnesota Timberwolves,NBA,225000
mmccanbo01,1995,Washington Bullets,NBA,300000
mmccanra01,2005,Minnesota Timberwolves,NBA,1538400
mmccanra01,2006,Minnesota Timberwolves,NBA,1653720
mmccanra01,2007,Minnesota Timberwolves,NBA,1769160
mmccanra01,2008,Sacramento Kings,NBA,2620126
mmccarke01,1998,Denver Nuggets,NBA,287500
mmccarwa01,1996,New York Knicks,NBA,750000
mmccarwa01,1997,Boston Celtics,NBA,862560
mmccarwa01,1998,Boston Celtics,NBA,975000
mmccarwa01,1999,Boston Celtics,NBA,2500000
mmccarwa01,2000,Boston Celtics,NBA,2670000
mmccarwa01,2001,Boston Celtics,NBA,3125000
mmccarwa01,2002,Boston Celtics,NBA,762435
mmccarwa01,2003,Boston Celtics,NBA,1200000
mmccarwa01,2004,Boston Celtics,NBA,1337500
mmccarwa01,2005,Los Angeles Clippers,NBA,1035000
mmccasam01,1996,Orlando Magic,NBA,220000
mmccasam01,1997,Orlando Magic,NBA,20700
mmccasam01,1999,Miami Heat,NBA,485000
mmccasam01,2001,San Antonio Spurs,NBA,465850
mmccasam01,2002,Portland Trail Blazers,NBA,699935
mmccasam01,2002,Atlanta Hawks,NBA,143277
mmccasam01,2003,Philadelphia 76ers,NBA,688679
mmccasam01,2004,Detroit Pistons,NBA,932546
mmccladw01,1985,Indiana Pacers,NBA,115000
mmccloge01,1990,Indiana Pacers,NBA,940000
mmccloge01,1991,Indiana Pacers,NBA,990000
mmccloge01,1992,Indiana Pacers,NBA,1040000
mmccloge01,1996,Dallas Mavericks,NBA,1100000
mmccloge01,1997,Phoenix Suns,NBA,272250
mmccloge01,1998,Phoenix Suns,NBA,750000
mmccloge01,1999,Denver Nuggets,NBA,2000000
mmccloge01,2000,Denver Nuggets,NBA,2200000
mmccloge01,2001,Denver Nuggets,NBA,2400000
mmccloge01,2002,Washington Wizards,NBA,2599900
mmccolcj01,2013,Portland Trail Blazers,NBA,2316720
mmccolcj01,2014,Portland Trail Blazers,NBA,2421000
mmccorti01,1985,Seattle SuperSonics,NBA,228333
mmccorti01,1987,New Jersey Nets,NBA,675000
mmccorti01,1988,Houston Rockets,NBA,675000
mmccorti01,1990,Atlanta Hawks,NBA,775000
mmccorti01,1991,New York Knicks,NBA,825000
mmccorti01,1992,New York Knicks,NBA,660000
mmccorti01,1993,New York Knicks,NBA,850000
mmccorti01,1994,New York Knicks,NBA,225000
mmccoyje01,1998,Seattle SuperSonics,NBA,287500
mmccoyje01,1999,Seattle SuperSonics,NBA,1000000
mmccoyje01,2000,Seattle SuperSonics,NBA,1110000
mmccoyje01,2001,Los Angeles Lakers,NBA,565850
mmccoyje01,2002,Toronto Raptors,NBA,637435
mmccoyje01,2003,Cleveland Cavaliers,NBA,36643
mmccoyje01,2004,Atlanta Hawks,NBA,167418
mmccoyje01,2007,Denver Nuggets,NBA,151089
mmccrach01,2006,Milwaukee Bucks,NBA,161061
mmccraro01,1985,Houston Rockets,NBA,495000
mmccraro01,1987,Houston Rockets,NBA,925000
mmccraro01,1988,Sacramento Kings,NBA,925000
mmccraro01,1990,Dallas Mavericks,NBA,985000
mmccraro01,1991,Dallas Mavericks,NBA,1025000
mmccraro01,1992,Chicago Bulls,NBA,1075000
mmcdancl01,1995,Sacramento Kings,NBA,200000
mmcdanxa01,1985,Seattle SuperSonics,NBA,525000
mmcdanxa01,1987,Seattle SuperSonics,NBA,875000
mmcdanxa01,1988,Seattle SuperSonics,NBA,875000
mmcdanxa01,1990,Phoenix Suns,NBA,1400000
mmcdanxa01,1991,New York Knicks,NBA,1625000
mmcdanxa01,1992,Boston Celtics,NBA,1869000
mmcdanxa01,1993,Boston Celtics,NBA,2145000
mmcdanxa01,1994,Boston Celtics,NBA,2640000
mmcdanxa01,1996,New Jersey Nets,NBA,254000
mmcdankj01,2014,Philadelphia 76ers,NBA,507336
mmcderdo01,2014,Chicago Bulls,NBA,2277960
mmcdonbe01,1987,Golden State Warriors,NBA,135000
mmcdyean01,1995,Denver Nuggets,NBA,2213000
mmcdyean01,1996,Denver Nuggets,NBA,2545000
mmcdyean01,1997,Phoenix Suns,NBA,2876640
mmcdyean01,1998,Denver Nuggets,NBA,9000000
mmcdyean01,1999,Denver Nuggets,NBA,9900000
mmcdyean01,2000,Denver Nuggets,NBA,10800000
mmcdyean01,2001,Denver Nuggets,NBA,11700000
mmcdyean01,2002,New York Knicks,NBA,12600000
mmcdyean01,2003,New York Knicks,NBA,13500000
mmcdyean01,2004,Detroit Pistons,NBA,4903000
mmcdyean01,2005,Detroit Pistons,NBA,5393300
mmcdyean01,2006,Detroit Pistons,NBA,5883600
mmcdyean01,2007,Detroit Pistons,NBA,6373900
mmcdyean01,2008,Denver Nuggets,NBA,3000000
mmcdyean01,2008,Detroit Pistons,NBA,950419
mmcdyean01,2009,San Antonio Spurs,NBA,4500000
mmcdyean01,2009,Denver Nuggets,NBA,3000000
mmcdyean01,2010,San Antonio Spurs,NBA,4860000
mmcdyean01,2011,San Antonio Spurs,NBA,2640000
mmcfariv01,2006,Denver Nuggets,NBA,412718
mmcgarmi01,2014,Oklahoma City Thunder,NBA,1400040
mmcgeeja01,2008,Washington Wizards,NBA,1392240
mmcgeeja01,2009,Washington Wizards,NBA,1496640
mmcgeeja01,2010,Washington Wizards,NBA,1601040
mmcgeeja01,2011,Washington Wizards,NBA,2462400
mmcgeeja01,2012,Denver Nuggets,NBA,10000000
mmcgeeja01,2013,Denver Nuggets,NBA,10750000
mmcgeeja01,2014,Denver Nuggets,NBA,11250000
mmcgeemi01,1985,Los Angeles Lakers,NBA,275000
mmcgeemi01,1987,Sacramento Kings,NBA,350000
mmcgeemi01,1988,New Jersey Nets,NBA,375000
mmcgratr01,1997,Toronto Raptors,NBA,1359360
mmcgratr01,1998,Toronto Raptors,NBA,1563000
mmcgratr01,1999,Toronto Raptors,NBA,1767120
mmcgratr01,2000,Orlando Magic,NBA,9660000
mmcgratr01,2001,Orlando Magic,NBA,10865250
mmcgratr01,2002,Orlando Magic,NBA,12072500
mmcgratr01,2003,Orlando Magic,NBA,13279750
mmcgratr01,2004,Houston Rockets,NBA,14487000
mmcgratr01,2005,Houston Rockets,NBA,15694250
mmcgratr01,2006,Houston Rockets,NBA,16901500
mmcgratr01,2007,Houston Rockets,NBA,19014187
mmcgratr01,2008,Houston Rockets,NBA,20370437
mmcgratr01,2009,New York Knicks,NBA,23239562
mmcgratr01,2010,Detroit Pistons,NBA,1352181
mmcgratr01,2011,Atlanta Hawks,NBA,1352181
mmcguido01,2007,Washington Wizards,NBA,427163
mmcguido01,2008,Washington Wizards,NBA,711517
mmcguido01,2009,Sacramento Kings,NBA,825497
mmcguido01,2010,Charlotte Bobcats,NBA,884120
mmcguido01,2011,Golden State Warriors,NBA,915852
mmcguido01,2012,Toronto Raptors,NBA,181018
mmcguido01,2012,Indiana Pacers,NBA,122625
mmcguido01,2012,New Orleans Hornets,NBA,110947
mmchalke01,1985,Boston Celtics,NBA,1000000
mmchalke01,1987,Boston Celtics,NBA,1300000
mmchalke01,1988,Boston Celtics,NBA,1300000
mmchalke01,1990,Boston Celtics,NBA,1400000
mmchalke01,1991,Boston Celtics,NBA,3500000
mmchalke01,1992,Boston Celtics,NBA,3500000
mmcilvji01,1994,Washington Bullets,NBA,200000
mmcilvji01,1995,Washington Bullets,NBA,525000
mmcilvji01,1996,Seattle SuperSonics,NBA,3000000
mmcilvji01,1997,Seattle SuperSonics,NBA,3600000
mmcilvji01,1998,New Jersey Nets,NBA,4200000
mmcilvji01,1999,New Jersey Nets,NBA,4800000
mmcilvji01,2000,New Jersey Nets,NBA,5400000
mmcilvji01,2001,New Jersey Nets,NBA,6000000
mmcilvji01,2002,New Jersey Nets,NBA,4400000
mmcinnje01,1998,Washington Wizards,NBA,350000
mmcinnje01,1999,Orlando Magic,NBA,460000
mmcinnje01,2000,Los Angeles Clippers,NBA,523500
mmcinnje01,2001,Los Angeles Clippers,NBA,590850
mmcinnje01,2002,Portland Trail Blazers,NBA,3000000
mmcinnje01,2003,Portland Trail Blazers,NBA,3300000
mmcinnje01,2004,Cleveland Cavaliers,NBA,3600000
mmcinnje01,2005,New Jersey Nets,NBA,3400000
mmcinnje01,2006,Charlotte Bobcats,NBA,3600000
mmcinnje01,2007,Charlotte Bobcats,NBA,1219590
mmckenke01,1987,New Jersey Nets,NBA,150000
mmckeyde01,1987,Seattle SuperSonics,NBA,355000
mmckeyde01,1988,Seattle SuperSonics,NBA,428000
mmckeyde01,1990,Seattle SuperSonics,NBA,962000
mmckeyde01,1991,Seattle SuperSonics,NBA,1112000
mmckeyde01,1992,Seattle SuperSonics,NBA,1162000
mmckeyde01,1993,Indiana Pacers,NBA,1262000
mmckeyde01,1994,Indiana Pacers,NBA,2600000
mmckeyde01,1995,Indiana Pacers,NBA,2800000
mmckeyde01,1996,Indiana Pacers,NBA,3000000
mmckeyde01,1997,Indiana Pacers,NBA,3600000
mmckeyde01,1998,Indiana Pacers,NBA,4200000
mmckeyde01,1999,Indiana Pacers,NBA,4800000
mmckeyde01,2000,Indiana Pacers,NBA,5400000
mmckeyde01,2001,Indiana Pacers,NBA,6000000
mmckieaa01,1994,Portland Trail Blazers,NBA,650000
mmckieaa01,1995,Portland Trail Blazers,NBA,845000
mmckieaa01,1996,Portland Trail Blazers,NBA,1040000
mmckieaa01,1997,Detroit Pistons,NBA,1235000
mmckieaa01,1998,Philadelphia 76ers,NBA,1430000
mmckieaa01,1999,Philadelphia 76ers,NBA,1624000
mmckieaa01,2000,Philadelphia 76ers,NBA,1818000
mmckieaa01,2001,Philadelphia 76ers,NBA,4000000
mmckieaa01,2002,Philadelphia 76ers,NBA,4500000
mmckieaa01,2003,Philadelphia 76ers,NBA,5000000
mmckieaa01,2004,Philadelphia 76ers,NBA,5500000
mmckieaa01,2005,Philadelphia 76ers,NBA,6000000
mmckieaa01,2005,Los Angeles Lakers,NBA,2500000
mmckieaa01,2006,Philadelphia 76ers,NBA,5570874
mmckieaa01,2006,Los Angeles Lakers,NBA,2500000
mmckieaa01,2007,Philadelphia 76ers,NBA,7000000
mmckieaa01,2007,Memphis Grizzlies,NBA,750000
mmckinbi01,1985,Chicago Bulls,NBA,125000
mmclembe01,2013,Sacramento Kings,NBA,2895960
mmclembe01,2014,Sacramento Kings,NBA,3026280
mmcleoke01,2003,Minnesota Timberwolves,NBA,366931
mmcleoke01,2004,Utah Jazz,NBA,750000
mmcleoke01,2005,Utah Jazz,NBA,1250000
mmcleoke01,2006,Indiana Pacers,NBA,1350000
mmcleoke01,2008,Dallas Mavericks,NBA,926678
mmcleoro01,1998,Atlanta Hawks,NBA,740000
mmcleoro01,1999,Atlanta Hawks,NBA,914760
mmcleoro01,2000,Atlanta Hawks,NBA,978600
mmcleoro01,2001,Boston Celtics,NBA,1509001
mmcmilna01,1987,Seattle SuperSonics,NBA,129000
mmcmilna01,1988,Seattle SuperSonics,NBA,159000
mmcmilna01,1990,Seattle SuperSonics,NBA,658000
mmcmilna01,1991,Seattle SuperSonics,NBA,733000
mmcmilna01,1992,Seattle SuperSonics,NBA,750000
mmcmilna01,1993,Seattle SuperSonics,NBA,850000
mmcmilna01,1994,Seattle SuperSonics,NBA,1060000
mmcmilna01,1995,Seattle SuperSonics,NBA,1265000
mmcmilna01,1996,Seattle SuperSonics,NBA,1355000
mmcmilna01,1997,Seattle SuperSonics,NBA,3500000
mmcmilto01,1985,Washington Bullets,NBA,215000
mmcnamma01,1985,Milwaukee Bucks,NBA,100000
mmcnamma01,1987,Philadelphia 76ers,NBA,100000
mmcnamma01,1988,Los Angeles Lakers,NBA,100000
mmcphepa01,2000,Phoenix Suns,NBA,316969
mmcrobjo01,2007,Portland Trail Blazers,NBA,427163
mmcrobjo01,2008,Indiana Pacers,NBA,711517
mmcrobjo01,2009,Indiana Pacers,NBA,825497
mmcrobjo01,2010,Indiana Pacers,NBA,885120
mmcrobjo01,2011,Los Angeles Lakers,NBA,3000000
mmcrobjo01,2012,Charlotte Bobcats,NBA,3135000
mmcrobjo01,2013,Charlotte Bobcats,NBA,2652000
mmcrobjo01,2014,Miami Heat,NBA,5305000
mmedvest01,2000,Los Angeles Lakers,NBA,316969
mmedvest01,2001,Los Angeles Lakers,NBA,465850
mmedvest01,2002,Los Angeles Lakers,NBA,1400000
mmedvest01,2003,Los Angeles Lakers,NBA,1540000
mmedvest01,2004,Los Angeles Lakers,NBA,3000000
mmedvest01,2005,Los Angeles Lakers,NBA,3000000
mmedvest01,2006,Atlanta Hawks,NBA,625132
mmeeda01,1993,Denver Nuggets,NBA,150000
mmeeda01,1994,Denver Nuggets,NBA,250000
mmeeksjo01,2009,Philadelphia 76ers,NBA,650000
mmeeksjo01,2010,Philadelphia 76ers,NBA,762195
mmeeksjo01,2011,Philadelphia 76ers,NBA,854389
mmeeksjo01,2012,Los Angeles Lakers,NBA,1500000
mmeeksjo01,2013,Los Angeles Lakers,NBA,1550000
mmeeksjo01,2014,Detroit Pistons,NBA,6000000
mmeentsc01,1990,Seattle SuperSonics,NBA,300000
mmekelga01,2014,New Orleans Pelicans,NBA,633974
mmelofa01,2012,Boston Celtics,NBA,1254720
mmelofa01,2013,Memphis Grizzlies,NBA,1311240
mmelofa01,2013,Dallas Mavericks,NBA,788872
mmensapo01,2006,Dallas Mavericks,NBA,412718
mmensapo01,2009,Toronto Raptors,NBA,242793
mmensapo01,2009,Houston Rockets,NBA,87406
mmensapo01,2010,New Orleans Hornets,NBA,364461
mmercero01,1997,Boston Celtics,NBA,1768320
mmercero01,1998,Boston Celtics,NBA,2033000
mmercero01,1999,Orlando Magic,NBA,2298840
mmercero01,2000,Chicago Bulls,NBA,5520000
mmercero01,2001,Chicago Bulls,NBA,6750000
mmercero01,2002,Indiana Pacers,NBA,6750000
mmercero01,2003,San Antonio Spurs,NBA,6750000
